Seq,Year,DateOfCollection,Julian,DayNo,Longitude,Sample_ID,Population_Code,Family,Replicate,Region,Latitude,Longitude,Elev_m,SeedArea,SeedWidth_mm,Seed_length_mm,SeedShapeIndex,Dispersal_length_mm,Dispersal_and_seed_mm,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD<0,DD>5,DD<18,DD>18,NFFD,bFFP,sqrtSeedArea,sqrtSeedWidth_mm,sqrtSeed_length_mm,sqrtDispersal_length_mm,sqrtDispersal_and_seed_mm,sqrtSeedShapeIndex,Weight_Tot,Weight_S,Weight_D,,,,,,,,,,,,,,
1222,2003,5/28/2003,2452788,147,-83.7,MICH-DRI3-2,MICH-DRI3,2,,Alvar,46.08333333,-83.7,184,0.867,0.821,2.168,2.640682095,11.959,14.127,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.931128348,0.906090503,1.472412986,3.458178711,3.758590161,1.625017568,0.0021,0.0008,0.0013,,,,,,,,,,,,,,
1223,2003,5/28/2003,2452788,147,-83.7,MICH-DRI3-2,MICH-DRI3,2,,Alvar,46.08333333,-83.7,184,0.908,0.72,1.863,2.5875,13.17,15.033,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.95289034,0.848528137,1.36491758,3.629049462,3.877241287,1.608570794,0.0021,0.0008,0.0013,,,,,,,,,,,,,,
1224,2003,5/28/2003,2452788,147,-83.7,MICH-DRI3-2,MICH-DRI3,2,,Alvar,46.08333333,-83.7,184,0.849,0.723,1.799,2.48824343,13.785,15.584,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.92141196,0.850294067,1.341268057,3.712815643,3.947657533,1.577416695,0.0021,0.0008,0.0013,,,,,,,,,,,,,,
1225,2003,5/28/2003,2452788,147,-83.7,MICH-DRI3-2,MICH-DRI3,2,,Alvar,46.08333333,-83.7,184,0.697,0.723,1.98,2.738589212,12.794,14.774,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.834865259,0.850294067,1.407124728,3.57687014,3.843696138,1.654868337,0.0021,0.0008,0.0013,,,,,,,,,,,,,,
1226,2003,5/28/2003,2452788,147,-85.72194444,MICH-MNF2-2,MICH-MNF2,2,,Prairie,43.98333333,-85.70833333,237,0.384,0.442,1.271,2.875565611,13.18,14.451,1.9,15.4,-12.9,28.3,851,413,14,37.3,1360,1130,5850,26,124,163,0.619677335,0.664830806,1.127386358,3.630426972,3.801447093,1.695749277,0.0021,0.0008,0.0013,,,,,,,,,,,,,,
1227,2003,5/28/2003,2452788,147,-85.72194444,MICH-MNF2-2,MICH-MNF2,2,,Prairie,43.98333333,-85.70833333,237,0.84,0.455,1.964,4.316483516,15.375,17.339,1.9,15.4,-12.9,28.3,851,413,14,37.3,1360,1130,5850,26,124,163,0.916515139,0.674536878,1.401427843,3.921096785,4.164012488,2.077614862,0.0021,0.0008,0.0013,,,,,,,,,,,,,,
1228,2003,5/28/2003,2452788,147,-85.72194444,MICH-MNF2-2,MICH-MNF2,2,,Prairie,43.98333333,-85.70833333,237,0.701,0.496,2.066,4.165322581,17.495,19.561,1.9,15.4,-12.9,28.3,851,413,14,37.3,1360,1130,5850,26,124,163,0.837257428,0.704272674,1.437358689,4.182702476,4.42278193,2.040912193,0.0021,0.0008,0.0013,,,,,,,,,,,,,,
1229,2003,5/28/2003,2452788,147,-85.72194444,MICH-MNF2-2,MICH-MNF2,2,,Prairie,43.98333333,-85.70833333,237,0.664,0.387,1.833,4.736434109,16.397,18.23,1.9,15.4,-12.9,28.3,851,413,14,37.3,1360,1130,5850,26,124,163,0.814861951,0.622093241,1.353883304,4.049320931,4.269660408,2.176335018,0.0021,0.0008,0.0013,,,,,,,,,,,,,,
1230,2003,5/28/2003,2452788,147,-85.72194444,MICH-MNF2-2,MICH-MNF2,2,,Prairie,43.98333333,-85.70833333,237,0.664,0.439,2.211,5.036446469,15.671,17.882,1.9,15.4,-12.9,28.3,851,413,14,37.3,1360,1130,5850,26,124,163,0.814861951,0.662570751,1.486943173,3.95866139,4.228711388,2.244202858,0.0021,0.0008,0.0013,,,,,,,,,,,,,,
1231,2003,6/8/2003,2452799,158,-106.0635556,SK-NBT1-2,SK-NBT1,2,,Prairie,52.87972222,-106.0635556,456,0.74,0.466,2.214,4.751072961,16.722,18.936,0.6,16.4,-14.6,31.1,341,239,31.2,68.7,1977,1331,6323,47,154,132,0.860232527,0.682641927,1.487951612,4.089254211,4.351551447,2.179695612,0.0021,0.0008,0.0013,,,,,,,,,,,,,,
1232,2003,6/8/2003,2452799,158,-106.0635556,SK-NBT1-2,SK-NBT1,2,,Prairie,52.87972222,-106.0635556,456,0.53,0.504,2.956,5.865079365,13.67,16.626,0.6,16.4,-14.6,31.1,341,239,31.2,68.7,1977,1331,6323,47,154,132,0.728010989,0.709929574,1.719302184,3.697296309,4.077499234,2.421792593,0.0021,0.0008,0.0013,,,,,,,,,,,,,,
1233,2003,6/8/2003,2452799,158,-106.0635556,SK-NBT1-2,SK-NBT1,2,,Prairie,52.87972222,-106.0635556,456,0.718,0.466,2.132,4.575107296,14.601,16.733,0.6,16.4,-14.6,31.1,341,239,31.2,68.7,1977,1331,6323,47,154,132,0.847348807,0.682641927,1.46013698,3.821125489,4.090598978,2.138950045,0.0021,0.0008,0.0013,,,,,,,,,,,,,,
1234,2003,6/8/2003,2452799,158,-106.0635556,SK-NBT1-2,SK-NBT1,2,,Prairie,52.87972222,-106.0635556,456,0.635,0.341,1.804,5.290322581,16.12,17.924,0.6,16.4,-14.6,31.1,341,239,31.2,68.7,1977,1331,6323,47,154,132,0.796868873,0.583952053,1.343130671,4.01497198,4.233674527,2.300070125,0.0021,0.0008,0.0013,,,,,,,,,,,,,,
1235,2003,6/8/2003,2452799,158,-106.0635556,SK-NBT1-2,SK-NBT1,2,,Prairie,52.87972222,-106.0635556,456,1.874,1.109,2.577,2.323715059,20.407,22.984,0.6,16.4,-14.6,31.1,341,239,31.2,68.7,1977,1331,6323,47,154,132,1.368941197,1.053090689,1.60530371,4.517410763,4.794163118,1.524373661,0.0021,0.0008,0.0013,,,,,,,,,,,,,,
1236,2003,5/31/2003,2452791,150,-96.56011111,MN-BST1-2,MN-BST1,2,,Prairie,45.45997222,-96.56011111,358,0.619,0.373,2,5.361930295,26.129,28.129,2.4,18.9,-16.5,35.5,547,381,22.6,49.7,1660,1563,5750,106,144,148,0.786765531,0.610737259,1.414213562,5.111653353,5.303677969,2.315584223,0.0032,0.0007,0.0025,,,,,,,,,,,,,,
1237,2003,5/31/2003,2452791,150,-96.56011111,MN-BST1-2,MN-BST1,2,,Prairie,45.45997222,-96.56011111,358,1.311,0.67,2.343,3.497014925,26.68,29.023,2.4,18.9,-16.5,35.5,547,381,22.6,49.7,1660,1563,5750,106,144,148,1.144989083,0.818535277,1.530686121,5.165268628,5.38729988,1.870030728,0.0032,0.0007,0.0025,,,,,,,,,,,,,,
1238,2003,5/31/2003,2452791,150,-96.56011111,MN-BST1-2,MN-BST1,2,,Prairie,45.45997222,-96.56011111,358,1.276,0.559,2.185,3.908765653,21.773,23.958,2.4,18.9,-16.5,35.5,547,381,22.6,49.7,1660,1563,5750,106,144,148,1.1296017,0.747663026,1.47817455,4.666154734,4.894691001,1.977059851,0.0032,0.0007,0.0025,,,,,,,,,,,,,,
1239,2003,5/31/2003,2452791,150,-96.56011111,MN-BST1-2,MN-BST1,2,,Prairie,45.45997222,-96.56011111,358,1.029,0.578,1.962,3.394463668,23.976,25.938,2.4,18.9,-16.5,35.5,547,381,22.6,49.7,1660,1563,5750,106,144,148,1.014396372,0.760263112,1.400714104,4.896529383,5.092936285,1.842407031,0.0032,0.0007,0.0025,,,,,,,,,,,,,,
1240,2003,5/31/2003,2452791,150,-96.56011111,MN-BST1-2,MN-BST1,2,,Prairie,45.45997222,-96.56011111,358,1.226,0.638,2.849,4.465517241,20.244,23.093,2.4,18.9,-16.5,35.5,547,381,22.6,49.7,1660,1563,5750,106,144,148,1.107248843,0.798749022,1.687898101,4.499333284,4.805517662,2.113177049,0.0032,0.0007,0.0025,,,,,,,,,,,,,,
1241,2003,6/1/2003,2452792,151,-96.53236111,SD-OAK1-4,SD-OAK1,4,,Prairie,44.50994444,-96.53236111,570,0.968,0.538,1.931,3.589219331,34.447,36.378,4.9,21.6,-11,32.6,513,347,29,62.1,1140,1893,4949,215,159,143,0.98386991,0.733484833,1.38960426,5.869156669,6.031417744,1.89452351,0.0031,0.0007,0.0024,,,,,,,,,,,,,,
1242,2003,6/1/2003,2452792,151,-96.53236111,SD-OAK1-4,SD-OAK1,4,,Prairie,44.50994444,-96.53236111,570,1.495,0.674,2.591,3.84421365,27.248,29.839,4.9,21.6,-11,32.6,513,347,29,62.1,1140,1893,4949,215,159,143,1.222701926,0.82097503,1.609658349,5.219961686,5.462508581,1.960666634,0.0031,0.0007,0.0024,,,,,,,,,,,,,,
1243,2003,6/1/2003,2452792,151,-96.53236111,SD-OAK1-4,SD-OAK1,4,,Prairie,44.50994444,-96.53236111,570,0.879,0.416,2.08,5,26.922,29.002,4.9,21.6,-11,32.6,513,347,29,62.1,1140,1893,4949,215,159,143,0.937549999,0.64498062,1.44222051,5.188641441,5.385350499,2.236067977,0.0031,0.0007,0.0024,,,,,,,,,,,,,,
1244,2003,6/1/2003,2452792,151,-96.53236111,SD-OAK1-4,SD-OAK1,4,,Prairie,44.50994444,-96.53236111,570,0.871,0.373,1.886,5.056300268,25.065,26.951,4.9,21.6,-11,32.6,513,347,29,62.1,1140,1893,4949,215,159,143,0.933273808,0.610737259,1.373317152,5.00649578,5.191435254,2.24862186,0.0031,0.0007,0.0024,,,,,,,,,,,,,,
1245,2003,6/1/2003,2452792,151,-96.53236111,SD-OAK1-4,SD-OAK1,4,,Prairie,44.50994444,-96.53236111,570,0.918,0.58,2.309,3.981034483,24.933,27.242,4.9,21.6,-11,32.6,513,347,29,62.1,1140,1893,4949,215,159,143,0.958123165,0.761577311,1.519539404,4.993295505,5.219386937,1.995252987,0.0031,0.0007,0.0024,,,,,,,,,,,,,,
1246,2003,5/28/2003,2452788,147,-85.72194444,MICH-MNF1-1,MICH-MNF1,1,,Prairie,43.45166667,-85.72194444,237,1.011,0.439,2.539,5.783599089,18.819,21.358,3.5,18,-11.4,29.4,976,482,13.9,37.4,1151,1449,5310,76,141,151,1.005484958,0.662570751,1.593423986,4.338087136,4.621471627,2.404911451,0.0024,0.0007,0.0017,,,,,,,,,,,,,,
1247,2003,5/28/2003,2452788,147,-85.72194444,MICH-MNF1-1,MICH-MNF1,1,,Prairie,43.45166667,-85.72194444,237,0.396,0.374,1.575,4.211229947,14.331,15.906,3.5,18,-11.4,29.4,976,482,13.9,37.4,1151,1449,5310,76,141,151,0.629285309,0.611555394,1.25499004,3.785630727,3.988232691,2.052128151,0.0024,0.0007,0.0017,,,,,,,,,,,,,,
1248,2003,5/28/2003,2452788,147,-85.72194444,MICH-MNF1-1,MICH-MNF1,1,,Prairie,43.45166667,-85.72194444,237,0.762,0.456,1.745,3.826754386,14.91,16.655,3.5,18,-11.4,29.4,976,482,13.9,37.4,1151,1449,5310,76,141,151,0.872926114,0.675277721,1.320984481,3.861346915,4.081053785,1.956209188,0.0024,0.0007,0.0017,,,,,,,,,,,,,,
1249,2003,5/28/2003,2452788,147,-85.72194444,MICH-MNF1-1,MICH-MNF1,1,,Prairie,43.45166667,-85.72194444,237,0.638,0.248,1.753,7.068548387,10.494,12.247,3.5,18,-11.4,29.4,976,482,13.9,37.4,1151,1449,5310,76,141,151,0.798749022,0.497995984,1.324009063,3.239444397,3.499571402,2.658674178,0.0024,0.0007,0.0017,,,,,,,,,,,,,,
1250,2003,5/28/2003,2452788,147,-85.72194444,MICH-MNF1-1,MICH-MNF1,1,,Prairie,43.45166667,-85.72194444,237,0.973,0.432,2.253,5.215277778,12.611,14.864,3.5,18,-11.4,29.4,976,482,13.9,37.4,1151,1449,5310,76,141,151,0.986407624,0.657267069,1.500999667,3.551196981,3.855385843,2.283698268,0.0024,0.0007,0.0017,,,,,,,,,,,,,,
1251,2003,5/31/2003,2452791,150,-96.34283333,MN-PCU1-4,MN-PCU1,4,,Prairie,47.70391667,-96.34283333,328,1.357,0.597,1.831,3.067001675,13.315,15.146,2.9,18.6,-16.4,35,523,434,24.6,42.8,1562,1616,5566,95,154,144,1.164903429,0.772657751,1.353144486,3.648972458,3.891786222,1.751285721,0.0022,0.0007,0.0015,,,,,,,,,,,,,,
1252,2003,5/31/2003,2452791,150,-96.34283333,MN-PCU1-4,MN-PCU1,4,,Prairie,47.70391667,-96.34283333,328,0.234,0.48,0.895,1.864583333,18.575,19.47,2.9,18.6,-16.4,35,523,434,24.6,42.8,1562,1616,5566,95,154,144,0.483735465,0.692820323,0.946044396,4.309872388,4.412482295,1.365497467,0.0022,0.0007,0.0015,,,,,,,,,,,,,,
1253,2003,5/31/2003,2452791,150,-96.34283333,MN-PCU1-4,MN-PCU1,4,,Prairie,47.70391667,-96.34283333,328,1.292,0.736,1.94,2.635869565,18.741,20.681,2.9,18.6,-16.4,35,523,434,24.6,42.8,1562,1616,5566,95,154,144,1.136661779,0.857904424,1.392838828,4.329087664,4.547636749,1.62353613,0.0022,0.0007,0.0015,,,,,,,,,,,,,,
1254,2003,5/31/2003,2452791,150,-96.34283333,MN-PCU1-4,MN-PCU1,4,,Prairie,47.70391667,-96.34283333,328,1.277,0.627,1.937,3.089314195,20.402,22.339,2.9,18.6,-16.4,35,523,434,24.6,42.8,1562,1616,5566,95,154,144,1.130044247,0.791833316,1.391761474,4.516857315,4.726415132,1.757644502,0.0022,0.0007,0.0015,,,,,,,,,,,,,,
1255,2003,5/31/2003,2452791,150,-96.34283333,MN-PCU1-4,MN-PCU1,4,,Prairie,47.70391667,-96.34283333,328,,,,NA,0,,2.9,18.6,-16.4,35,523,434,24.6,42.8,1562,1616,5566,95,154,144,0,0,0,0,0,NA,0.0022,0.0007,0.0015,,,,,,,,,,,,,,
1256,2003,6/4/2003,2452795,154,-97.30158333,ND-CNG1-1,ND-CNG1,1,,Prairie,46.43588889,-97.30158333,327,0.638,0.521,1.663,3.19193858,18.396,20.059,6.5,22.8,-11.2,34,542,418,30.3,54.6,1070,2348,4538,370,167,135,0.798749022,0.721803297,1.289573573,4.28905584,4.478727498,1.786599726,0.0021,0.0007,0.0014,,,,,,,,,,,,,,
1257,2003,6/4/2003,2452795,154,-97.30158333,ND-CNG1-1,ND-CNG1,1,,Prairie,46.43588889,-97.30158333,327,0.717,0.521,1.297,2.489443378,10.552,11.849,6.5,22.8,-11.2,34,542,418,30.3,54.6,1070,2348,4538,370,167,135,0.846758525,0.721803297,1.138859078,3.248384214,3.442237644,1.577797002,0.0021,0.0007,0.0014,,,,,,,,,,,,,,
1258,2003,6/4/2003,2452795,154,-97.30158333,ND-CNG1-1,ND-CNG1,1,,Prairie,46.43588889,-97.30158333,327,0.373,0.26,1.316,5.061538462,18.186,19.502,6.5,22.8,-11.2,34,542,418,30.3,54.6,1070,2348,4538,370,167,135,0.610737259,0.509901951,1.147170432,4.264504661,4.416106883,2.249786315,0.0021,0.0007,0.0014,,,,,,,,,,,,,,
1259,2003,6/4/2003,2452795,154,-97.30158333,ND-CNG1-1,ND-CNG1,1,,Prairie,46.43588889,-97.30158333,327,0.556,0.411,1.359,3.306569343,15.554,16.913,6.5,22.8,-11.2,34,542,418,30.3,54.6,1070,2348,4538,370,167,135,0.745654075,0.641092817,1.165761554,3.943855981,4.112541793,1.818397466,0.0021,0.0007,0.0014,,,,,,,,,,,,,,
1260,2003,6/4/2003,2452795,154,-97.30158333,ND-CNG1-1,ND-CNG1,1,,Prairie,46.43588889,-97.30158333,327,0.591,0.544,1.331,2.446691176,18.486,19.817,6.5,22.8,-11.2,34,542,418,30.3,54.6,1070,2348,4538,370,167,135,0.768765244,0.737563557,1.153689733,4.299534859,4.451628915,1.564190262,0.0021,0.0007,0.0014,,,,,,,,,,,,,,
1261,2003,5/28/2003,2452788,147,-85.72194444,MICH-MNF1-2,MICH-MNF1,2,,Prairie,43.45166667,-85.72194444,237,0.796,0.47,1.935,4.117021277,17.099,19.034,3.5,18,-11.4,29.4,976,482,13.9,37.4,1151,1449,5310,76,141,151,0.892188321,0.68556546,1.391042774,4.135093711,4.362797268,2.029044425,0.0021,0.0006,0.0015,,,,,,,,,,,,,,
1262,2003,5/28/2003,2452788,147,-85.72194444,MICH-MNF1-2,MICH-MNF1,2,,Prairie,43.45166667,-85.72194444,237,0.312,0.39,1.143,2.930769231,13.267,14.41,3.5,18,-11.4,29.4,976,482,13.9,37.4,1151,1449,5310,76,141,151,0.558569602,0.6244998,1.069111781,3.642389326,3.796050579,1.711948957,0.0021,0.0006,0.0015,,,,,,,,,,,,,,
1263,2003,5/28/2003,2452788,147,-85.72194444,MICH-MNF1-2,MICH-MNF1,2,,Prairie,43.45166667,-85.72194444,237,0.732,0.408,1.72,4.215686275,14.13,15.85,3.5,18,-11.4,29.4,976,482,13.9,37.4,1151,1449,5310,76,141,151,0.855569985,0.638748777,1.311487705,3.758989226,3.981205847,2.053213646,0.0021,0.0006,0.0015,,,,,,,,,,,,,,
1264,2003,5/28/2003,2452788,147,-85.72194444,MICH-MNF1-2,MICH-MNF1,2,,Prairie,43.45166667,-85.72194444,237,0.474,0.322,1.26,3.913043478,13.787,15.047,3.5,18,-11.4,29.4,976,482,13.9,37.4,1151,1449,5310,76,141,151,0.688476579,0.567450438,1.122497216,3.713084971,3.879046275,1.97814142,0.0021,0.0006,0.0015,,,,,,,,,,,,,,
1265,2003,5/28/2003,2452788,147,-85.72194444,MICH-MNF1-2,MICH-MNF1,2,,Prairie,43.45166667,-85.72194444,237,0.959,0.512,2.319,4.529296875,13.801,16.12,3.5,18,-11.4,29.4,976,482,13.9,37.4,1151,1449,5310,76,141,151,0.979285454,0.715541753,1.52282632,3.714969717,4.01497198,2.12821448,0.0021,0.0006,0.0015,,,,,,,,,,,,,,
1266,2003,5/28/2003,2452788,147,-83.68333333,MICH-DRI2-2,MICH-DRI2,2,,Alvar,46.08333333,-83.68333333,184,0.624,0.496,1.566,3.157258065,11.089,12.655,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.789936706,0.704272674,1.251399217,3.330015015,3.557386681,1.776867487,0.0017,0.0006,0.0011,,,,,,,,,,,,,,
1267,2003,5/28/2003,2452788,147,-83.68333333,MICH-DRI2-2,MICH-DRI2,2,,Alvar,46.08333333,-83.68333333,184,0.686,0.524,1.165,2.223282443,13.963,15.128,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.82825117,0.723878443,1.079351657,3.736709783,3.889472972,1.491067551,0.0017,0.0006,0.0011,,,,,,,,,,,,,,
1268,2003,5/28/2003,2452788,147,-83.68333333,MICH-DRI2-2,MICH-DRI2,2,,Alvar,46.08333333,-83.68333333,184,0.572,0.326,1.776,5.447852761,12.385,14.161,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.756306816,0.570964097,1.3326665,3.519232871,3.763110416,2.334063573,0.0017,0.0006,0.0011,,,,,,,,,,,,,,
1269,2003,5/28/2003,2452788,147,-83.68333333,MICH-DRI2-2,MICH-DRI2,2,,Alvar,46.08333333,-83.68333333,184,0.179,0.165,1.304,7.903030303,14.395,15.699,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.423083916,0.40620192,1.141928194,3.794074327,3.962196361,2.81123288,0.0017,0.0006,0.0011,,,,,,,,,,,,,,
1270,2003,5/28/2003,2452788,147,-83.68333333,MICH-DRI2-2,MICH-DRI2,2,,Alvar,46.08333333,-83.68333333,184,0.488,0.336,1.46,4.345238095,13.349,14.809,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.698569968,0.57965507,1.208304597,3.653628334,3.848246354,2.08452347,0.0017,0.0006,0.0011,,,,,,,,,,,,,,
1271,2003,5/28/2003,2452788,147,-83.7,MICH-DRI3-5,MICH-DRI3,5,,Alvar,46.08333333,-83.7,184,0.541,0.445,1.465,3.292134831,12.168,13.633,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.735527022,0.667083203,1.210371844,3.488266045,3.692289263,1.814424105,0.0014,0.0005,0.009,,,,,,,,,,,,,,
1272,2003,5/28/2003,2452788,147,-83.7,MICH-DRI3-5,MICH-DRI3,5,,Alvar,46.08333333,-83.7,184,0.766,0.475,1.599,3.366315789,11.819,13.418,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.875214259,0.689202438,1.264515718,3.437877252,3.663058831,1.834752242,0.0014,0.0005,0.009,,,,,,,,,,,,,,
1273,2003,5/28/2003,2452788,147,-83.7,MICH-DRI3-5,MICH-DRI3,5,,Alvar,46.08333333,-83.7,184,0.453,0.432,1.211,2.803240741,10.739,11.95,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.673052747,0.657267069,1.100454452,3.277041349,3.456877203,1.67428813,0.0014,0.0005,0.009,,,,,,,,,,,,,,
1274,2003,5/28/2003,2452788,147,-83.7,MICH-DRI3-5,MICH-DRI3,5,,Alvar,46.08333333,-83.7,184,0.439,0.312,1.074,3.442307692,10.151,11.225,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.662570751,0.558569602,1.036339713,3.186063402,3.350373114,1.855345707,0.0014,0.0005,0.009,,,,,,,,,,,,,,
1275,2003,5/28/2003,2452788,147,-83.7,MICH-DRI3-5,MICH-DRI3,5,,Alvar,46.08333333,-83.7,184,0.615,0.562,1.349,2.400355872,11.611,12.96,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.784219357,0.749666593,1.161464593,3.407491746,3.6,1.549308191,0.0014,0.0005,0.009,,,,,,,,,,,,,,
1276,2003,5/28/2003,2452788,147,-83.68333333,MICH-DRI2-3,MICH-DRI2,3,,Alvar,46.08333333,-83.68333333,184,1.484,0.793,2.065,2.604035309,12.013,14.078,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.218195387,0.890505474,1.437010786,3.465977496,3.752066097,1.613702361,0.0014,0.0004,0.001,,,,,,,,,,,,,,
1277,2003,5/28/2003,2452788,147,-83.68333333,MICH-DRI2-3,MICH-DRI2,3,,Alvar,46.08333333,-83.68333333,184,1.415,0.643,2.714,4.220839813,8.374,11.088,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.189537725,0.801872808,1.647422229,2.893786447,3.329864862,2.054468256,0.0014,0.0004,0.001,,,,,,,,,,,,,,
1278,2003,5/28/2003,2452788,147,-83.68333333,MICH-DRI2-3,MICH-DRI2,3,,Alvar,46.08333333,-83.68333333,184,1.102,0.456,2.288,5.01754386,11.612,13.9,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.049761878,0.675277721,1.512613632,3.407638478,3.728270376,2.239987469,0.0014,0.0004,0.001,,,,,,,,,,,,,,
1279,2003,5/28/2003,2452788,147,-83.68333333,MICH-DRI2-3,MICH-DRI2,3,,Alvar,46.08333333,-83.68333333,184,0.876,0.543,1.8,3.314917127,8.918,10.718,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.935948717,0.736885337,1.341640786,2.986302061,3.273835671,1.820691387,0.0014,0.0004,0.001,,,,,,,,,,,,,,
1280,2003,5/28/2003,2452788,147,-83.68333333,MICH-DRI2-3,MICH-DRI2,3,,Alvar,46.08333333,-83.68333333,184,0.74,0.667,1.457,2.184407796,9.736,11.193,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.860232527,0.81670068,1.20706255,3.1202564,3.345594118,1.47797422,0.0014,0.0004,0.001,,,,,,,,,,,,,,
1281,2003,5/28/2003,2452788,147,-83.7,MICH-DRI3-1,MICH-DRI3,1,,Alvar,46.08333333,-83.7,184,0.628,0.551,1.024,1.858439201,11.873,12.897,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.79246451,0.742293742,1.011928851,3.445721985,3.59123934,1.363245833,0.0012,0.0004,0.0008,,,,,,,,,,,,,,
1282,2003,5/28/2003,2452788,147,-83.7,MICH-DRI3-1,MICH-DRI3,1,,Alvar,46.08333333,-83.7,184,0.324,0.504,0.756,1.5,9.315,10.071,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.569209979,0.709929574,0.869482605,3.052048492,3.17348389,1.224744871,0.0012,0.0004,0.0008,,,,,,,,,,,,,,
1283,2003,5/28/2003,2452788,147,-83.7,MICH-DRI3-1,MICH-DRI3,1,,Alvar,46.08333333,-83.7,184,0.367,0.602,0.836,1.388704319,13.657,14.493,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.605805249,0.77588659,0.914330356,3.69553785,3.806967297,1.178432993,0.0012,0.0004,0.0008,,,,,,,,,,,,,,
1284,2003,5/28/2003,2452788,147,-83.7,MICH-DRI3-1,MICH-DRI3,1,,Alvar,46.08333333,-83.7,184,1.003,0.779,1.546,1.984595635,10.153,11.699,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.001498877,0.882609767,1.243382483,3.186377253,3.420380096,1.408756769,0.0012,0.0004,0.0008,,,,,,,,,,,,,,
1285,2003,5/28/2003,2452788,147,-83.7,MICH-DRI3-1,MICH-DRI3,1,,Alvar,46.08333333,-83.7,184,0.452,0.519,0.832,1.603082852,7.211,8.043,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.672309453,0.720416546,0.91214034,2.68533052,2.836018336,1.266129082,0.0012,0.0004,0.0008,,,,,,,,,,,,,,
1286,2003,5/28/2003,2452788,147,-83.7,MICH-DRI3-4,MICH-DRI3,4,,Alvar,46.08333333,-83.7,184,0.225,0.268,1.175,4.384328358,13.572,14.747,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.474341649,0.517687164,1.083974169,3.684019544,3.840182287,2.093878783,0.0013,0.0003,0.001,,,,,,,,,,,,,,
1287,2003,5/28/2003,2452788,147,-83.7,MICH-DRI3-4,MICH-DRI3,4,,Alvar,46.08333333,-83.7,184,0.442,0.356,1.296,3.640449438,9.326,10.622,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.664830806,0.596657356,1.138419958,3.053850029,3.259140991,1.907996184,0.0013,0.0003,0.001,,,,,,,,,,,,,,
1288,2003,5/28/2003,2452788,147,-83.7,MICH-DRI3-4,MICH-DRI3,4,,Alvar,46.08333333,-83.7,184,0.569,0.473,1.404,2.968287526,12.137,13.541,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.754320887,0.687749955,1.184905059,3.483819743,3.679809778,1.722871883,0.0013,0.0003,0.001,,,,,,,,,,,,,,
1289,2003,5/28/2003,2452788,147,-83.7,MICH-DRI3-4,MICH-DRI3,4,,Alvar,46.08333333,-83.7,184,0.306,0.418,0.948,2.267942584,7.192,8.14,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,0.553172667,0.646529195,0.973652916,2.681790447,2.853068524,1.505968985,0.0013,0.0003,0.001,,,,,,,,,,,,,,
