Seq,Year,Region,myVar,sqrtSeedWidth_mm,sqrtSeed_length_mm,sqrtDispersal_length_mm,sqrtDispersal_and_seed_mm,sqrtSeedShapeIndex,Weight_Tot,Weight_S,Weight_D
545,2002,Prairie,0.831865374,0.641872261,1.308816259,3.366600659,3.612063122,2.03906032,0.0034,0.0016,0.0018
546,2002,Alvar,1.359411637,0.900555384,1.635848404,7.475493295,7.652385249,1.816488394,0.004,0.0015,0.0025
547,2002,Alvar,1.359779394,0.995489829,1.615549442,7.769555972,7.935741931,1.622868858,0.004,0.0015,0.0025
548,2002,Alvar,1.204989627,0.81178815,1.582403236,7.06689465,7.241892018,1.949281024,0.004,0.0015,0.0025
549,2002,Alvar,1.40605832,1.033440855,1.466628787,7.304656049,7.450436229,1.419170513,0.004,0.0015,0.0025
550,2002,Alvar,1.060660172,0.742293742,1.378042089,6.748777667,6.888033101,1.856464646,0.004,0.0015,0.0025
551,2002,Prairie,1.054514106,0.879772698,1.546609194,5.944409138,6.142312268,1.757964526,0.0039,0.0015,0.0024
552,2002,Prairie,1.269251748,1.030533842,1.533297101,6.051859218,6.243076165,1.487866811,0.0039,0.0015,0.0024
553,2002,Prairie,1.249399856,0.838450953,1.550161282,5.878860434,6.079802628,1.84883955,0.0039,0.0015,0.0024
554,2002,Prairie,1.197914855,0.85732141,1.588080602,6.178349294,6.379184901,1.852374832,0.0039,0.0015,0.0024
555,2002,Prairie,1.055935604,0.803741252,1.56332978,5.928490533,6.131149974,1.945065997,0.0039,0.0015,0.0024
556,2002,Alvar,1.346476884,0.880908622,1.527743434,6.123561055,6.311259779,1.734281396,0.0037,0.0015,0.0022
557,2002,Alvar,1.092245394,0.814248119,1.45223965,5.123572972,5.325410782,1.783534546,0.0037,0.0015,0.0022
558,2002,Alvar,1.097269338,0.84083292,1.528397854,5.461867812,5.671684053,1.817718856,0.0037,0.0015,0.0022
559,2002,Alvar,1.250199984,0.82643814,1.557883179,5.413594,5.633293885,1.885057215,0.0037,0.0015,0.0022
560,2002,Alvar,1.120714058,0.980306075,1.538505769,6.273675159,6.459566549,1.569413684,0.0037,0.0015,0.0022
561,2002,Alvar,1.153689733,0.940744386,1.71464282,6.53345238,6.754702066,1.822644754,0.0033,0.0015,0.0018
562,2002,Alvar,1.280624847,0.827042925,1.604057356,5.839349279,6.055658511,1.939509192,0.0033,0.0015,0.0018
563,2002,Alvar,0.858487041,0.682641927,1.360514609,4.386912354,4.59303821,1.993013548,0.0033,0.0015,0.0018
564,2002,Alvar,1.035857133,0.824621125,1.408190328,3.828576759,4.079338182,1.707681607,0.0033,0.0015,0.0018
565,2002,Alvar,1.20664825,0.859069264,1.685229955,5.5156142,5.767321735,1.961692759,0.0033,0.0015,0.0018
566,2002,Alvar,1.012916581,0.64807407,1.420563269,4.124075654,4.361880328,2.191976712,0.0032,0.0015,0.0017
567,2002,Alvar,0.925742945,0.640312424,1.319090596,4.014349262,4.22551772,2.060073406,0.0032,0.0015,0.0017
568,2002,Alvar,0.533853913,0.54405882,0.932737905,4.473030293,4.569245014,1.714406366,0.0032,0.0015,0.0017
569,2002,Alvar,1.016857906,0.762889245,1.50797878,3.970138537,4.246881209,1.976668029,0.0032,0.0015,0.0017
570,2002,Alvar,0.85322916,0.8,1.560769041,4.063003815,4.352470563,1.950961302,0.0032,0.0015,0.0017
571,2002,Prairie,1.10408333,0.834865259,1.439444337,4.046109242,4.294531406,1.724163657,0.0032,0.0015,0.0017
572,2002,Prairie,1.155854662,0.702851336,1.456708619,4.147047142,4.395452195,2.072570037,0.0032,0.0015,0.0017
573,2002,Prairie,1.063954886,0.788669766,1.349073756,3.90230701,4.128922378,1.710568624,0.0032,0.0015,0.0017
574,2002,Prairie,0.906642157,0.680441033,1.472752525,4.088398219,4.345572459,2.164408748,0.0032,0.0015,0.0017
575,2002,Prairie,0.906642157,0.81178815,1.420211252,4.419275959,4.641874621,1.749485075,0.0032,0.0015,0.0017
576,2002,Alvar,0.953414915,0.723878443,1.389244399,6.227439281,6.38051722,1.919168077,0.0047,0.0014,0.0033
577,2002,Alvar,0.983361582,0.692098259,1.42968528,5.98473057,6.153129285,2.065725873,0.0047,0.0014,0.0033
578,2002,Alvar,0.613188389,0.702851336,1.135781669,5.931020148,6.03879127,1.615962881,0.0047,0.0014,0.0033
579,2002,Alvar,0.879204186,0.64498062,1.362350909,6.184658438,6.332929812,2.112235418,0.0047,0.0014,0.0033
580,2002,Alvar,1.363451503,0.980815987,1.566205606,7.745385723,7.902151606,1.596839394,0.0047,0.0014,0.0033
581,2002,Alvar,0.985900604,0.728697468,1.360882067,5.142081291,5.319116468,1.867554268,0.0045,0.0014,0.0031
582,2002,Alvar,0.964365076,0.690651866,1.433875866,5.154415583,5.350140185,2.076119586,0.0045,0.0014,0.0031
583,2002,Alvar,0.948683298,0.728010989,1.42126704,4.855615306,5.059347784,1.952260422,0.0045,0.0014,0.0031
584,2002,Alvar,0.990959131,0.819756061,1.398213145,5.192783454,5.377731864,1.705645388,0.0045,0.0014,0.0031
585,2002,Alvar,1.302689526,0.869482605,1.626345597,6.750555533,6.943702183,1.87047514,0.0045,0.0014,0.0031
586,2002,Alvar,0.94127573,0.609097693,1.48593405,5.862337418,6.047726846,2.439566043,0.0044,0.0014,0.003
587,2002,Alvar,1.16747591,0.863712915,1.790809873,6.107045112,6.364196729,2.073385544,0.0044,0.0014,0.003
588,2002,Alvar,1.053565375,0.770064932,1.758408371,5.470374759,5.746042116,2.283454677,0.0044,0.0014,0.003
589,2002,Alvar,1.126055061,0.733484833,1.767484088,5.803705713,6.066877286,2.409707752,0.0044,0.0014,0.003
590,2002,Alvar,1.740114939,1.082589488,1.870026738,7.745514831,7.968061245,1.727364581,0.0044,0.0014,0.003
591,2002,Alvar,1.330037593,0.905538514,1.545639026,5.856022541,6.056566684,1.706872764,0.0039,0.0014,0.0025
592,2002,Alvar,1.266491216,0.850881895,1.527416119,5.300188676,5.515886148,1.795097683,0.0039,0.0014,0.0025
593,2002,Alvar,1.104988688,0.835463943,1.533623161,4.609880693,4.858291881,1.835654517,0.0039,0.0014,0.0025
594,2002,Alvar,1.179830496,0.892188321,1.457051818,5.13838496,5.340973694,1.633121375,0.0039,0.0014,0.0025
595,2002,Alvar,1.118481113,0.875785362,1.527416119,5.087337221,5.311685232,1.744053036,0.0039,0.0014,0.0025
596,2002,Prairie,1.220655562,0.771362431,1.607482504,4.815599651,5.076810022,2.083952289,0.0037,0.0013,0.0024
597,2002,Prairie,1.392479802,0.836062199,1.685526624,5.803705713,6.043508915,2.016030179,0.0037,0.0013,0.0024
598,2002,Prairie,1.270432997,1.017349497,1.508973161,5.804653306,5.997582846,1.483239697,0.0037,0.0013,0.0024
599,2002,Prairie,1.343130671,0.909395404,1.664932431,5.913797426,6.143695956,1.830812455,0.0037,0.0013,0.0024
600,2002,Prairie,1.356465997,0.925742945,1.618332475,5.741254218,5.96498114,1.748144541,0.0037,0.0013,0.0024
601,2002,Prairie,1.128716085,0.721110255,1.49298359,6.731715977,6.895288246,2.070395726,0.0037,0.0013,0.0024
602,2002,Prairie,1.027131929,0.769415362,1.522497947,5.239179325,5.455914222,1.978772483,0.0037,0.0013,0.0024
603,2002,Prairie,0.593295879,0.64807407,1.308816259,5.84260216,5.987403444,2.019547333,0.0037,0.0013,0.0024
604,2002,Prairie,0.975704873,0.641872261,1.341640786,6.272080994,6.41396913,2.090199043,0.0037,0.0013,0.0024
605,2002,Prairie,1.054514106,0.769415362,1.363451503,6.211521553,6.359402488,1.77206171,0.0037,0.0013,0.0024
606,2002,Alvar,1.078424777,0.765506368,1.64408029,5.719440532,5.951050327,2.147702956,0.0035,0.0013,0.0022
607,2002,Alvar,1.118033989,0.721803297,1.555956298,5.834123756,6.038046042,2.155651413,0.0035,0.0013,0.0022
608,2002,Alvar,0.794355084,0.604152299,1.570986951,5.199134543,5.431298187,2.600316103,0.0035,0.0013,0.0022
609,2002,Alvar,1.141490254,0.737563557,1.511290839,5.489171158,5.693417252,2.049031335,0.0035,0.0013,0.0022
610,2002,Alvar,1.449827576,1.005484958,1.635236986,6.822609471,7.015839223,1.626316708,0.0035,0.0013,0.0022
611,2002,Alvar,1.060660172,0.71063352,1.344247001,5.279867423,5.448302488,1.891617779,0.0035,0.0013,0.0022
612,2002,Alvar,1.032956921,0.827042925,1.426183719,4.902244384,5.105487244,1.724437361,0.0035,0.0013,0.0022
613,2002,Alvar,0.874642784,0.827042925,1.474109901,4.762877282,4.985779779,1.782386205,0.0035,0.0013,0.0022
614,2002,Alvar,1.077961038,0.906642157,1.604369035,5.008991915,5.259657784,1.769572508,0.0035,0.0013,0.0022
615,2002,Alvar,0.820365772,0.841427359,1.356834551,5.045889416,5.225131577,1.612539142,0.0035,0.0013,0.0022
616,2002,Prairie,0.798122798,0.539444158,1.408190328,4.588572763,4.799791662,2.610446895,0.0032,0.0012,0.002
617,2002,Prairie,0.942337519,0.539444158,1.374772708,4.153432316,4.375042857,2.548498648,0.0032,0.0012,0.002
618,2002,Prairie,1.329285522,0.9544632,1.754707953,5.777023455,6.037631986,1.838423894,0.0032,0.0012,0.002
619,2002,Prairie,0.746993976,0.538516481,1.395707706,3.83588321,4.081911317,2.591764144,0.0032,0.0012,0.002
620,2002,Prairie,0.844393273,0.744311763,1.511290839,4.336127304,4.591949477,2.030454058,0.0032,0.0012,0.002
621,2002,Alvar,0.916515139,0.64807407,1.721046193,5.904743856,6.150447138,2.655631931,0.0042,0.0011,0.0031
622,2002,Alvar,1.151520734,0.788669766,1.533949152,5.365817738,5.580770556,1.944982827,0.0042,0.0011,0.0031
623,2002,Alvar,1.086278049,0.834865259,1.768615278,5.936749953,6.194594418,2.118443976,0.0042,0.0011,0.0031
624,2002,Alvar,1.027618606,0.760920495,1.682557577,5.361622889,5.619430576,2.211213376,0.0042,0.0011,0.0031
625,2002,Alvar,0.923038461,0.770713955,1.259761882,5.10597689,5.259087373,1.634538825,0.0042,0.0011,0.0031
626,2002,Prairie,1.016857906,0.638748777,1.559166444,4.785498929,5.033090502,2.440969753,0.0034,0.0011,0.0023
627,2002,Prairie,1.080740487,0.784219357,1.509635718,5.50590592,5.709115518,1.925017158,0.0034,0.0011,0.0023
628,2002,Prairie,0.85732141,0.655743852,1.392479802,4.803540361,5.001299831,2.123511791,0.0034,0.0011,0.0023
629,2002,Prairie,1.150651989,0.834865259,1.621419132,5.600892786,5.830866145,1.942132715,0.0034,0.0011,0.0023
630,2002,Prairie,0.884872872,0.667083203,1.415273825,4.736559933,4.943480555,2.121585161,0.0034,0.0011,0.0023
631,2002,Alvar,0.681175455,0.605805249,1.304223907,3.00499584,3.275820508,2.152876537,0.0032,0.0011,0.0021
632,2002,Alvar,1.392120684,0.840238062,1.584297952,5.579516108,5.800086206,1.885534617,0.0032,0.0011,0.0021
633,2002,Alvar,0.856738,0.724568837,1.273184983,3.813921866,4.020820812,1.757162214,0.0032,0.0011,0.0021
634,2002,Alvar,0.883176087,0.605805249,1.407124728,4.179473651,4.409988662,2.322734459,0.0032,0.0011,0.0021
635,2002,Alvar,1.411382301,0.867179336,1.586190405,5.204132973,5.440496301,1.829137688,0.0032,0.0011,0.0021
636,2002,Prairie,0.81670068,0.641872261,1.544668249,4.964574503,5.19932688,2.406504132,0.0029,0.0011,0.0018
637,2002,Prairie,0.986914383,0.707813535,1.42968528,5.408881585,5.594640292,2.01986146,0.0029,0.0011,0.0018
638,2002,Prairie,0.743639698,0.428952212,1.304990421,4.703084095,4.880778626,3.042274607,0.0029,0.0011,0.0018
639,2002,Prairie,0.897217922,0.64498062,1.244588285,5.89499788,6.024948133,1.92965222,0.0029,0.0011,0.0018
640,2002,Prairie,0.97313925,0.640312424,1.538505769,5.934981045,6.131149974,2.402742336,0.0029,0.0011,0.0018
641,2002,Alvar,1.072380529,0.874642784,1.624499923,5.937760521,6.155972709,1.857329589,0.0031,0.001,0.0021
642,2002,Alvar,1.46013698,0.961769203,1.67600716,6.885056282,7.08611318,1.742629266,0.0031,0.001,0.0021
643,2002,Alvar,1.075639345,0.856154192,1.388524397,5.876223277,6.038046042,1.621815802,0.0031,0.001,0.0021
644,2002,Alvar,1.082589488,0.682641927,1.33454112,5.957851962,6.105489333,1.954965067,0.0031,0.001,0.0021
645,2002,Alvar,1.105893304,0.692820323,1.570031847,5.922499472,6.127071078,2.266145774,0.0031,0.001,0.0021
646,2002,Prairie,1.081203034,0.784219357,1.47817455,4.579628806,4.812275969,1.884899342,0.0025,0.001,0.0015
647,2002,Prairie,1.126499001,0.780384521,1.454303957,4.374814282,4.610206069,1.863573557,0.0025,0.001,0.0015
648,2002,Prairie,1.204159458,0.850294067,1.410319113,4.32388714,4.548076517,1.658625137,0.0025,0.001,0.0015
649,2002,Prairie,1.189537725,0.873498712,1.516575089,4.452415075,4.703615631,1.736207584,0.0025,0.001,0.0015
650,2002,Prairie,1.206233808,0.87235314,1.478512766,4.583448483,4.81601495,1.694855786,0.0025,0.001,0.0015
651,2002,Alvar,1.489295135,0.995991968,1.724238963,6.778421645,6.99428338,1.731177578,0.0042,0.0009,0.0033
652,2002,Alvar,1.090871211,0.707813535,1.56332978,6.16060062,6.355863435,2.208674606,0.0042,0.0009,0.0033
653,2002,Alvar,0.986914383,0.54405882,1.378042089,5.541570175,5.710341496,2.532891735,0.0042,0.0009,0.0033
654,2002,Alvar,0.836062199,0.605805249,1.296919427,5.607494984,5.75551909,2.140819065,0.0042,0.0009,0.0033
655,2002,Alvar,1.054988152,0.863133825,1.62111073,6.434438592,6.63551053,1.878168464,0.0042,0.0009,0.0033
656,2002,Prairie,0.721803297,0.593295879,1.284523258,5.005696755,5.167881578,2.165063509,0.0027,0.0009,0.0018
657,2002,Prairie,1.1340194,0.892188321,1.501998668,5.252903959,5.463423835,1.683499585,0.0027,0.0009,0.0018
658,2002,Prairie,0.996493853,0.740945342,1.546609194,5.060434764,5.291502622,2.087345863,0.0027,0.0009,0.0018
659,2002,Prairie,0.774596669,0.589067059,1.3326665,4.454884959,4.649946236,2.262334109,0.0027,0.0009,0.0018
660,2002,Prairie,0.994484791,0.762889245,1.47817455,4.181148168,4.434749147,1.937600458,0.0027,0.0009,0.0018
661,2002,Prairie,1.190798052,0.791201618,1.515255754,3.989110176,4.267200487,1.915132275,0.002,0.0009,0.0011
662,2002,Prairie,1.202081528,0.899444273,1.475466028,4.146323673,4.401022608,1.640419615,0.002,0.0009,0.0011
663,2002,Prairie,1.378767566,0.980815987,1.710263138,4.511873225,4.825142485,1.743714581,0.002,0.0009,0.0011
664,2002,Prairie,1.122942563,0.868331734,1.610589954,3.801841659,4.128922378,1.854809506,0.002,0.0009,0.0011
665,2002,Prairie,1.426183719,0.96695398,1.637986569,4.101097414,4.416106883,1.693965382,0.002,0.0009,0.0011
666,2002,Alvar,0.749666593,0.545893763,1.293445012,6.313794422,6.444920481,2.369407934,0.0038,0.0008,0.003
667,2002,Alvar,0.85322916,0.608276253,1.435270009,5.276930926,5.468637856,2.359569361,0.0038,0.0008,0.003
668,2002,Alvar,0.847348807,0.544977064,1.371495534,6.23818884,6.387174649,2.516611478,0.0038,0.0008,0.003
669,2002,Alvar,0.875214259,0.545893763,1.369671493,5.65791481,5.821340052,2.509044044,0.0038,0.0008,0.003
670,2002,Alvar,0.93059121,0.742293742,1.378767566,5.421438923,5.594014659,1.857441989,0.0038,0.0008,0.003
671,2002,Alvar,1.076104084,0.742293742,1.625115381,5.555357774,5.788177606,2.189315749,0.0036,0.0008,0.0028
672,2002,Alvar,0.920326029,0.801872808,1.459451952,5.962465933,6.138485155,1.820054175,0.0036,0.0008,0.0028
673,2002,Alvar,0.98285299,0.84083292,1.583982323,6.120620884,6.322262253,1.883825294,0.0036,0.0008,0.0028
674,2002,Alvar,0.986914383,0.802496106,1.57130519,6.289197087,6.482514944,1.958022199,0.0036,0.0008,0.0028
675,2002,Alvar,0.932201695,0.692098259,1.45361618,6.335929293,6.500538439,2.100303189,0.0036,0.0008,0.0028
676,2002,Prairie,0.692820323,0.578791845,1.108151614,3.166070119,3.354400095,1.914594381,0.0022,0.0008,0.0014
677,2002,Prairie,0.995991968,0.661059755,1.510629008,3.726123991,4.020696457,2.285162568,0.0022,0.0008,0.0014
678,2002,Prairie,1.009950494,0.842614977,1.370766209,3.344248795,3.614277244,1.626800195,0.0022,0.0008,0.0014
679,2002,Prairie,0.905538514,0.717635005,1.336787193,3.910626548,4.132795664,1.862767541,0.0022,0.0008,0.0014
680,2002,Prairie,0.599166087,0.529150262,1.304990421,2.703331278,3.001832773,2.466200085,0.0022,0.0008,0.0014
681,2002,Prairie,0.852056336,0.742293742,1.186170308,3.601666281,3.79196519,1.597979668,0.0022,0.0008,0.0014
682,2002,Prairie,0.682641927,0.665582452,1.130486621,3.821910517,3.985599077,1.698492228,0.0022,0.0008,0.0014
683,2002,Prairie,0.978263768,0.721110255,1.049761878,3.751666296,3.895766933,1.455757799,0.0022,0.0008,0.0014
684,2002,Prairie,0.890505474,0.863133825,1.214907404,3.534402354,3.737378761,1.407553926,0.0022,0.0008,0.0014
685,2002,Prairie,0.977752525,0.692098259,1.241772926,3.613031968,3.820471175,1.794214781,0.0022,0.0008,0.0014
686,2002,Alvar,1.368941197,0.856154192,1.722498186,6.436924732,6.663407537,2.011901831,0.0034,0.0007,0.0027
687,2002,Alvar,1.407835218,0.769415362,1.766918221,6.268093809,6.512372839,2.296442607,0.0034,0.0007,0.0027
688,2002,Alvar,0.930053762,0.662570751,1.495326051,5.797068225,5.986818855,2.256854908,0.0034,0.0007,0.0027
689,2002,Alvar,1.170897092,0.758946638,1.40605832,4.972725611,5.167688071,1.852644506,0.0034,0.0007,0.0027
690,2002,Alvar,0.909945053,0.773950903,1.517893277,6.162142485,6.346337526,1.961226831,0.0034,0.0007,0.0027
691,2002,Prairie,0.95131488,0.791833316,1.361983847,3.72424489,3.965476012,1.720038574,0.002,0.0007,0.0013
692,2002,Prairie,0.981325634,0.665582452,1.449482666,3.87440318,4.136665324,2.177765749,0.002,0.0007,0.0013
693,2002,Prairie,0.889381808,0.650384502,1.325518766,3.714296703,3.9437292,2.038054048,0.002,0.0007,0.0013
694,2002,Prairie,0.966436754,0.606630036,1.36381817,3.959040288,4.187361938,2.248187676,0.002,0.0007,0.0013
695,2002,Prairie,1.126942767,0.745654075,1.458766602,4.708715324,4.929503018,1.956358385,0.002,0.0007,0.0013
696,2002,Prairie,0.81731267,0.719722169,1.41562707,3.663468302,3.927467377,1.966907692,0.0017,0.0007,0.001
697,2002,Prairie,0.916515139,0.736885337,1.356834551,3.580921669,3.82936026,1.841310287,0.0017,0.0007,0.001
698,2002,Prairie,0.570087713,0.548634669,1.513935269,4.053516991,4.327008204,2.759459719,0.0017,0.0007,0.001
699,2002,Prairie,0.845576726,0.704272674,1.515585695,4.00562105,4.282756122,2.151987079,0.0017,0.0007,0.001
700,2002,Prairie,0.802496106,0.725258575,1.446374779,4.313235445,4.549285658,1.994288422,0.0017,0.0007,0.001
701,2002,Alvar,1.056409012,0.782304289,1.42267354,5.682253074,5.857644578,1.818567992,0.0023,0.0005,0.0018
702,2002,Alvar,1.26015872,0.915969432,1.595305613,6.276065647,6.475646686,1.741658136,0.0023,0.0005,0.0018
703,2002,Alvar,1.125610945,0.880908622,1.574166446,5.865662793,6.073219904,1.786980405,0.0023,0.0005,0.0018
704,2002,Alvar,1.351665639,0.836660027,1.55627761,6.107700058,6.302856495,1.860107524,0.0023,0.0005,0.0018
705,2002,Alvar,1.042592922,0.827647268,1.487951612,5.830437376,6.017308368,1.797808885,0.0023,0.0005,0.0018
706,2002,Prairie,0.671565336,0.746993976,1.343130671,3.360208327,3.618701425,1.798047527,0.0014,0.0005,0.0009
707,2002,Prairie,0.85732141,0.788669766,1.137541208,3.375648086,3.562162265,1.442354274,0.0014,0.0005,0.0009
708,2002,Prairie,0.985900604,0.697853853,1.076568623,3.242221461,3.416284531,1.542684931,0.0014,0.0005,0.0009
709,2002,Prairie,0.795612971,0.793725393,1.202081528,3.23434692,3.450507209,1.514480371,0.0014,0.0005,0.0009
710,2002,Prairie,0.897775027,0.744983221,1.170042734,3.230789377,3.436131546,1.570562532,0.0014,0.0005,0.0009
711,2002,Alvar,1.098635517,0.669328021,1.501998668,4.852525116,5.079665343,2.244039725,0.002,0.0004,0.0016
712,2002,Alvar,1.045466403,0.654217089,1.602810032,5.336290847,5.571804017,2.449966622,0.002,0.0004,0.0016
713,2002,Alvar,0.889943818,0.676756973,1.573213272,3.775314556,4.089987775,2.324635483,0.002,0.0004,0.0016
714,2002,Alvar,1.030533842,0.612372436,1.678094157,4.151505751,4.477834298,2.740316283,0.002,0.0004,0.0016
715,2002,Alvar,1.03247276,0.707106781,1.61369142,5.298584717,5.538862699,2.282104292,0.002,0.0004,0.0016
716,2003,Prairie,1.61369142,1.070513895,1.714934401,5.662331675,5.916333324,1.601973042,0.0071,0.0039,0.0032
717,2003,Prairie,1.545639026,1.034408043,1.713767779,5.453164219,5.716117564,1.656761846,0.0071,0.0039,0.0032
718,2003,Prairie,1.617096163,0.993981891,1.791926338,5.920810755,6.186032654,1.802775638,0.0071,0.0039,0.0032
719,2003,Prairie,1.516575089,0.907193474,1.791647287,5.764546817,6.036555309,1.974934055,0.0071,0.0039,0.0032
720,2003,Prairie,1.712016355,1.078888317,1.814386949,5.7267792,6.007328857,1.68171897,0.0071,0.0039,0.0032
721,2003,Prairie,1.292284798,0.968504001,1.656804153,6.137833494,6.357515238,1.710683849,0.0073,0.0035,0.0038
722,2003,Prairie,1.328156617,0.98386991,1.533297101,5.921655174,6.116943681,1.558434794,0.0073,0.0035,0.0038
723,2003,Prairie,1.317952958,1.029563014,1.648029126,5.4597619,5.703069349,1.600707391,0.0073,0.0035,0.0038
724,2003,Prairie,1.237739876,0.998999499,1.533949152,5.371964259,5.586680589,1.535485406,0.0073,0.0035,0.0038
725,2003,Prairie,1.29614814,1.030533842,1.544991909,5.673711307,5.880306114,1.499215112,0.0073,0.0035,0.0038
726,2003,Prairie,1.426534262,0.991967741,1.769180601,6.687450934,6.917514004,1.783506184,0.0078,0.0034,0.0044
727,2003,Prairie,1.516575089,1.043072385,1.727715254,6.448022953,6.675477511,1.656371388,0.0078,0.0034,0.0044
728,2003,Prairie,1.583666632,1.007968253,1.703525756,6.532457424,6.750925862,1.690058938,0.0078,0.0034,0.0044
729,2003,Prairie,1.570031847,1.009455299,1.837933622,6.473870558,6.729710246,1.820718188,0.0078,0.0034,0.0044
730,2003,Prairie,1.515585695,0.942337519,1.860376306,6.830739345,7.079548008,1.974214407,0.0078,0.0034,0.0044
731,2003,Prairie,1.404635184,0.869482605,1.815488915,6.154510541,6.41669697,2.088010623,0.0063,0.0034,0.0029
732,2003,Prairie,1.237739876,0.811171992,1.716391564,5.293958821,5.565249321,2.115940369,0.0063,0.0034,0.0029
733,2003,Prairie,1.347961424,0.884872872,1.771157813,5.883111422,6.143940104,2.001595787,0.0063,0.0034,0.0029
734,2003,Prairie,1.116243701,0.659545298,1.727715254,5.861740356,6.111055555,2.619555108,0.0063,0.0034,0.0029
735,2003,Prairie,1.389244399,0.929516003,1.767201177,6.294759725,6.538118996,1.901205758,0.0063,0.0034,0.0029
736,2003,Prairie,1.267280553,0.965919251,1.538505769,5.265833267,5.485982136,1.592789218,0.0059,0.0034,0.0025
737,2003,Prairie,1.21449578,0.9544632,1.433875866,5.338913747,5.528109984,1.502285124,0.0059,0.0034,0.0025
738,2003,Prairie,1.186591758,1.030048543,1.555956298,4.505330177,4.766445216,1.510565991,0.0059,0.0034,0.0025
739,2003,Prairie,1.065363788,0.867179336,1.508310313,5.287721627,5.498636195,1.739329169,0.0059,0.0034,0.0025
740,2003,Prairie,1.20706255,0.769415362,1.483239697,4.743100252,4.96960763,1.927749002,0.0059,0.0034,0.0025
741,2003,Prairie,1.418802312,0.861394219,1.607171428,8.112213015,8.269885126,1.865779214,0.0079,0.0033,0.0046
742,2003,Prairie,1.690266251,1.059716943,1.677200048,8.172514913,8.342841243,1.582686828,0.0079,0.0033,0.0046
743,2003,Prairie,1.347219359,0.984377976,1.735223329,7.959585416,8.146533005,1.762761226,0.0079,0.0033,0.0046
744,2003,Prairie,1.543696861,1.034408043,1.70997076,7.918838299,8.101357911,1.653091129,0.0079,0.0033,0.0046
745,2003,Prairie,1.636765102,1.081665383,1.692335664,8.132342836,8.30656367,1.564564875,0.0079,0.0033,0.0046
746,2003,Prairie,1.118928058,0.724568837,1.721917536,6.947157692,7.15737382,2.376471975,0.0076,0.0033,0.0043
747,2003,Prairie,1.58965405,0.900555384,1.723368794,7.034699709,7.242720483,1.9136733,0.0076,0.0033,0.0043
748,2003,Prairie,1.427235089,0.878066057,1.713767779,6.881278951,7.091473754,1.951752679,0.0076,0.0033,0.0043
749,2003,Prairie,1.10408333,0.640312424,1.469353599,6.637544727,6.798235065,2.294744792,0.0076,0.0033,0.0043
750,2003,Prairie,1.427935573,0.905538514,1.768332548,6.940028818,7.161773523,1.952796619,0.0076,0.0033,0.0043
751,2003,Prairie,1.323631369,0.962808392,1.386001443,7.465855611,7.593418203,1.43954026,0.0067,0.0032,0.0035
752,2003,Prairie,1.234503949,0.904433524,1.471393897,7.656239286,7.796345298,1.626867932,0.0067,0.0032,0.0035
753,2003,Prairie,1.161895004,0.868331734,1.53166576,7.4018241,7.558637443,1.763917752,0.0067,0.0032,0.0035
754,2003,Prairie,1.208304597,0.838450953,1.597498044,7.268768809,7.442244285,1.905296951,0.0067,0.0032,0.0035
755,2003,Prairie,1.191637529,0.955510335,1.560769041,7.243824956,7.410060728,1.633440251,0.0067,0.0032,0.0035
756,2003,Prairie,1.536879956,0.962808392,1.817140611,8.338764897,8.534459561,1.887333581,0.0072,0.0031,0.0041
757,2003,Prairie,1.570986951,0.916515139,1.763235662,8.518802733,8.699367793,1.923847831,0.0072,0.0031,0.0041
758,2003,Prairie,1.218605761,0.737563557,1.672722332,7.326049413,7.514585817,2.267902633,0.0072,0.0031,0.0041
759,2003,Prairie,1.372224471,0.949210198,1.790251379,7.097816566,7.320109289,1.886043137,0.0072,0.0031,0.0041
760,2003,Prairie,1.431782106,0.944457516,1.754707953,8.027016881,8.216568627,1.857900353,0.0072,0.0031,0.0041
761,2003,Prairie,1.630030675,1.194571053,1.722498186,7.54075593,7.734985456,1.441938662,0.0067,0.0031,0.0036
762,2003,Prairie,0.876356092,0.760920495,1.46013698,5.489080069,5.679964789,1.918908728,0.0067,0.0031,0.0036
763,2003,Prairie,1.342013413,1.052140675,1.692040189,7.227032586,7.422465898,1.608188172,0.0067,0.0031,0.0036
764,2003,Prairie,1.314914446,1.065833008,1.657407614,7.165123865,7.354318459,1.555034984,0.0067,0.0031,0.0036
765,2003,Prairie,1.395707706,0.97416631,1.611521021,7.656435202,7.824193249,1.654256572,0.0067,0.0031,0.0036
766,2003,Prairie,1.199583261,0.899444273,1.575753788,7.348945503,7.51598297,1.751919308,0.0061,0.0031,0.003
767,2003,Prairie,0.890505474,0.731436942,1.278280095,5.271811833,5.424573716,1.747628567,0.0061,0.0031,0.003
768,2003,Prairie,1.359779394,0.980815987,1.618950277,7.03320695,7.217132395,1.650615711,0.0061,0.0031,0.003
769,2003,Prairie,1.391042774,1.047854952,1.581771159,5.681549085,5.897626641,1.509532552,0.0061,0.0031,0.003
770,2003,Prairie,1.27984374,0.847348807,1.618641406,6.978681824,7.163937465,1.91024215,0.0061,0.0031,0.003
771,2003,Prairie,1.156719499,0.993478737,1.579240324,7.115686896,7.288827066,1.589606567,0.0064,0.0029,0.0035
772,2003,Prairie,1.483576759,0.915969432,1.622343983,6.913248151,7.101056259,1.771176992,0.0064,0.0029,0.0035
