Seq,Year,Region,myVar,sqrtSeedWidth_mm,sqrtSeed_length_mm,sqrtDispersal_length_mm,sqrtDispersal_and_seed_mm,sqrtSeedShapeIndex,Weight_Tot,Weight_S,Weight_D
1056,2003,Prairie,1.034891299,0.860813569,1.514265499,5.246808554,5.460952298,1.7591097,0.0039,0.0013,0.0026
1057,2003,Prairie,1.004987562,0.705691151,1.570350279,4.641443741,4.899897958,2.225265654,0.0039,0.0013,0.0026
1058,2003,Prairie,1.125610945,0.794355084,1.521512405,5.330103188,5.543013621,1.915405888,0.0039,0.0013,0.0026
1059,2003,Prairie,1.050238068,0.772657751,1.548870556,5.183820985,5.410268016,2.004601073,0.0039,0.0013,0.0026
1060,2003,Prairie,1.237335848,0.93059121,1.547255635,4.954593828,5.19056837,1.662658768,0.0039,0.0013,0.0026
1061,2003,Prairie,1.148477253,0.73006849,1.690562037,6.181019333,6.408041823,2.315621151,0.0038,0.0013,0.0025
1062,2003,Prairie,1.188276062,0.799374756,1.632176461,5.811626278,6.03647248,2.041816369,0.0038,0.0013,0.0025
1063,2003,Prairie,1.351295675,0.919238816,1.665833125,6.623216741,6.829494857,1.812187537,0.0038,0.0013,0.0025
1064,2003,Prairie,1.183215957,0.769415362,1.604057356,5.782473519,6.000833275,2.084774277,0.0038,0.0013,0.0025
1065,2003,Prairie,1.090412766,0.8,1.640121947,5.847820107,6.073466885,2.050152433,0.0038,0.0013,0.0025
1066,2003,Prairie,0.967987603,0.723878443,1.382389236,4.751736525,4.948737213,1.90969803,0.0037,0.0013,0.0024
1067,2003,Prairie,1.342385936,0.96695398,1.637986569,6.169197679,6.382946028,1.693965382,0.0037,0.0013,0.0024
1068,2003,Prairie,1.059245014,0.813633824,1.405702671,4.890296515,5.088319958,1.727684653,0.0037,0.0013,0.0024
1069,2003,Prairie,1.155422001,0.933273808,1.654992447,6.602650983,6.806908256,1.773319291,0.0037,0.0013,0.0024
1070,2003,Prairie,0.958644877,0.692098259,1.313011805,4.356604182,4.550164832,1.897146522,0.0037,0.0013,0.0024
1071,2003,Prairie,0.931128348,0.543139025,1.384557691,6.562697616,6.707160353,2.549177335,0.0033,0.0013,0.002
1072,2003,Prairie,1.024695077,0.791201618,1.442567156,6.327242685,6.489607076,1.823261131,0.0033,0.0013,0.002
1073,2003,Prairie,0.843208159,0.819756061,1.295376393,6.103032033,6.238990303,1.580197396,0.0033,0.0013,0.002
1074,2003,Prairie,0.905538514,0.641872261,1.363451503,6.512142505,6.653345023,2.124178882,0.0033,0.0013,0.002
1075,2003,Prairie,0.874642784,0.791201618,1.420211252,6.236986452,6.396639743,1.795005495,0.0033,0.0013,0.002
1076,2003,Prairie,1.758976975,1.036339713,1.879627623,5.323720504,5.645794895,1.813717645,0.0032,0.0013,0.0019
1077,2003,Prairie,1.944736486,1.081203034,1.78465683,5.688585061,5.961962764,1.650621367,0.0032,0.0013,0.0019
1078,2003,Prairie,2.020148509,1.038749248,1.961122128,5.772261255,6.09631036,1.887964908,0.0032,0.0013,0.0019
1079,2003,Prairie,1.620493752,0.998498873,1.619876539,5.930092748,6.147357156,1.622311834,0.0032,0.0013,0.0019
1080,2003,Prairie,2.076535576,0.890505474,2.366854453,5.189412298,5.703683021,2.657877487,0.0032,0.0013,0.0019
1081,2003,Prairie,1.070980859,0.756306816,1.464240417,5.038650613,5.247094434,1.936040224,0.003,0.0013,0.0017
1082,2003,Prairie,1.368575902,0.838450953,1.756416807,5.325410782,5.60758415,2.094835484,0.003,0.0013,0.0017
1083,2003,Prairie,1.448102206,0.916515139,1.886266153,6.049132169,6.336402765,2.058085102,0.003,0.0013,0.0017
1084,2003,Prairie,1.202913131,0.668580586,1.734358671,5.734544446,5.991076698,2.594090686,0.003,0.0013,0.0017
1085,2003,Prairie,0.948156105,0.664078309,1.609036979,4.383947992,4.669903639,2.422962711,0.003,0.0013,0.0017
1086,2003,Prairie,0.763544367,0.608276253,1.32476413,3.860569906,4.081543826,2.177898814,0.0025,0.0013,0.0012
1087,2003,Prairie,1.059716943,0.874070935,1.527088734,4.720487263,4.961350623,1.747099316,0.0025,0.0013,0.0012
1088,2003,Prairie,0.844393273,0.930053762,1.467310465,4.331397003,4.573182699,1.577661986,0.0025,0.0013,0.0012
1089,2003,Prairie,1.151086443,0.919238816,1.602810032,4.198094806,4.493662204,1.74362745,0.0025,0.0013,0.0012
1090,2003,Prairie,1.1340194,0.860813569,1.604057356,4.8384915,5.097450343,1.863420157,0.0025,0.0013,0.0012
1091,2003,Prairie,0.905538514,0.760920495,1.363451503,5.646060574,5.80835605,1.791844892,0.0042,0.0012,0.003
1092,2003,Prairie,0.671565336,0.683373983,1.012422837,6.126744649,6.209830916,1.481506265,0.0042,0.0012,0.003
1093,2003,Prairie,1.203744159,0.897775027,1.485597523,6.712227648,6.874663628,1.654754785,0.0042,0.0012,0.003
1094,2003,Prairie,0.876356092,0.716937933,1.351295675,6.054172115,6.203144364,1.884815424,0.0042,0.0012,0.003
1095,2003,Prairie,1.1296017,0.847348807,1.487951612,7.682382443,7.825151756,1.756008388,0.0042,0.0012,0.003
1096,2003,Prairie,0.832466216,0.688476579,1.441873781,4.43407262,4.662617291,2.094296051,0.0033,0.0012,0.0021
1097,2003,Prairie,0.950263121,0.671565336,1.413506279,4.406926367,4.628066551,2.104793389,0.0033,0.0012,0.0021
1098,2003,Prairie,0.845576726,0.676756973,1.347961424,4.355571145,4.559385924,1.991795398,0.0033,0.0012,0.0021
1099,2003,Prairie,0.798122798,0.626897121,1.325518766,4.348447999,4.545987242,2.114411954,0.0033,0.0012,0.0021
1100,2003,Prairie,0.882609767,0.732120209,1.33041347,4.350517211,4.549395564,1.817206319,0.0033,0.0012,0.0021
1101,2003,Prairie,1.058300524,0.801872808,1.346476884,4.581157059,4.774934555,1.679165163,0.003,0.0012,0.0018
1102,2003,Prairie,1.04019229,0.815475322,1.356834551,5.167784825,5.342939266,1.663857281,0.003,0.0012,0.0018
1103,2003,Prairie,1.185748709,0.835463943,1.394274005,4.848195541,5.044700189,1.668861974,0.003,0.0012,0.0018
1104,2003,Prairie,0.791833316,0.66633325,1.211197754,4.653493311,4.80853408,1.817705712,0.003,0.0012,0.0018
1105,2003,Prairie,0.738918128,0.642650761,1.183638458,4.123590668,4.290104894,1.841806672,0.003,0.0012,0.0018
1106,2003,Prairie,1.050238068,0.915969432,1.436314729,7.22710177,7.368446241,1.568081509,0.004,0.0011,0.0029
1107,2003,Prairie,0.989444288,0.926822529,1.497998665,6.235062149,6.412487817,1.61627347,0.004,0.0011,0.0029
1108,2003,Prairie,0.758287544,0.723878443,1.119374826,5.606870785,5.717516944,1.546357454,0.004,0.0011,0.0029
1109,2003,Prairie,0.748331477,0.721110255,1.19540788,5.818504963,5.94003367,1.657732464,0.004,0.0011,0.0029
1110,2003,Prairie,1.368575902,0.980815987,1.419506957,6.292217415,6.450348828,1.447271431,0.004,0.0011,0.0029
1111,2003,Prairie,0.669328021,0.511859356,1.614620698,5.308107007,5.548242965,3.154422559,0.0036,0.0011,0.0025
1112,2003,Prairie,0.749666593,0.649615271,1.262141038,5.019362509,5.175615905,1.942905432,0.0036,0.0011,0.0025
1113,2003,Prairie,0.582237065,0.667083203,1.278671185,5.364513025,5.514798274,1.916809146,0.0036,0.0011,0.0025
1114,2003,Prairie,0.986914383,0.802496106,1.620493752,6.041026403,6.254598308,2.019316655,0.0036,0.0011,0.0025
1115,2003,Prairie,0.635609943,0.583952053,1.37658999,4.920060975,5.109011646,2.357368183,0.0036,0.0011,0.0025
1116,2003,Prairie,0.932201695,0.811171992,1.218195387,4.926357681,5.074741373,1.501772003,0.0034,0.0011,0.0023
1117,2003,Prairie,1.081665383,0.838450953,1.302689526,4.469899328,4.655856527,1.553686022,0.0034,0.0011,0.0023
1118,2003,Prairie,0.78166489,0.814861951,1.253794241,4.59118721,4.759306672,1.538658468,0.0034,0.0011,0.0023
1119,2003,Prairie,0.918150314,0.702851336,1.448447445,4.424364361,4.655426941,2.060816237,0.0034,0.0011,0.0023
1120,2003,Prairie,1.063014581,0.838450953,1.360147051,4.626553793,4.822343828,1.622214211,0.0034,0.0011,0.0023
1121,2003,Prairie,1.365283853,0.943927963,1.595619002,7.188532535,7.36349102,1.690403361,0.0033,0.0011,0.0022
1122,2003,Prairie,0.984377976,0.674536878,1.555313473,5.583636808,5.796205655,2.305750098,0.0033,0.0011,0.0022
1123,2003,Prairie,0.960208311,0.733484833,1.638596961,4.975037688,5.237938526,2.233988881,0.0033,0.0011,0.0022
1124,2003,Prairie,1.139736812,0.804363102,1.622960258,5.736113667,5.961291806,2.017696055,0.0033,0.0011,0.0022
1125,2003,Prairie,1.031018914,0.795612971,1.592796283,5.561564528,5.785153412,2.00197375,0.0033,0.0011,0.0022
1126,2003,Prairie,1.014889157,0.815475322,1.535903643,5.252999143,5.4729334,1.88344589,0.0031,0.0011,0.002
1127,2003,Prairie,0.94127573,0.713442359,1.153256259,4.411349,4.559605246,1.616467321,0.0031,0.0011,0.002
1128,2003,Prairie,1.001998004,0.848528137,1.557562198,4.923311893,5.163816418,1.835604654,0.0031,0.0011,0.002
1129,2003,Prairie,0.945515732,0.6244998,1.235718415,4.561907496,4.726309342,1.978733083,0.0031,0.0011,0.002
1130,2003,Prairie,1.14629839,0.883742044,1.595305613,4.817053041,5.074347249,1.805171118,0.0031,0.0011,0.002
1131,2003,Prairie,0.936482781,0.770713955,1.251399217,5.251285557,5.398333076,1.623688282,0.003,0.0011,0.0019
1132,2003,Prairie,1.110855526,0.875785362,1.563649577,5.019860556,5.257756175,1.785425568,0.003,0.0011,0.0019
1133,2003,Prairie,1.053565375,0.782943165,1.523811012,5.138871471,5.360037313,1.94626006,0.003,0.0011,0.0019
1134,2003,Prairie,1.063014581,0.766159252,1.407480018,5.215457794,5.402036653,1.837059349,0.003,0.0011,0.0019
1135,2003,Prairie,1.077032961,0.904986188,1.432480366,4.963869458,5.166430102,1.582875391,0.003,0.0011,0.0019
1136,2003,Prairie,1.127386358,0.723878443,1.483913744,4.561797891,4.797082447,2.049948798,0.0027,0.0011,0.0016
1137,2003,Prairie,0.768114575,0.665582452,1.454991409,4.960544325,5.16952609,2.186042323,0.0027,0.0011,0.0016
1138,2003,Prairie,0.654217089,0.641872261,1.400714104,4.738354145,4.941052519,2.182231867,0.0027,0.0011,0.0016
1139,2003,Prairie,0.875214259,0.589067059,1.436314729,4.740042194,4.952877951,2.4382873,0.0027,0.0011,0.0016
1140,2003,Prairie,0.926282894,0.742293742,1.405702671,4.924124288,5.120839775,1.893728306,0.0027,0.0011,0.0016
1141,2003,Prairie,1.343502884,0.893867999,1.48593405,4.612808255,4.846235653,1.662364075,0.0026,0.0011,0.0015
1142,2003,Prairie,1.264515718,0.791833316,1.620185175,4.51929198,4.800937408,2.046118978,0.0026,0.0011,0.0015
1143,2003,Prairie,1.697056275,1.000499875,1.840108692,5.432678897,5.73585216,1.839189328,0.0026,0.0011,0.0015
1144,2003,Prairie,1.699117418,1.118481113,1.734070356,5.8457677,6.097540488,1.55037965,0.0026,0.0011,0.0015
1145,2003,Prairie,2.022622061,1.112205017,1.689378584,6.008493988,6.241474185,1.518945301,0.0026,0.0011,0.0015
1146,2003,Prairie,1.083974169,0.871206061,1.657105911,4.117280656,4.438242896,1.902082625,0.0024,0.0011,0.0013
1147,2003,Prairie,1.273184983,0.951840323,1.551773179,3.934208942,4.229184319,1.630287289,0.0024,0.0011,0.0013
1148,2003,Prairie,1.320605922,0.893867999,1.627267649,4.488540966,4.774410958,1.820478695,0.0024,0.0011,0.0013
1149,2003,Prairie,1.294604187,0.956033472,1.563649577,4.384176091,4.654675069,1.635559447,0.0024,0.0011,0.0013
1150,2003,Prairie,1.298845641,0.950263121,1.648332491,4.158845994,4.473589163,1.734606399,0.0024,0.0011,0.0013
1151,2003,Prairie,1.195826074,0.830662386,1.455335013,3.877886022,4.141980203,1.752017471,0.0033,0.001,0.0023
1152,2003,Prairie,0.554977477,0.633245608,1.276714533,3.926576117,4.128922378,2.016144317,0.0033,0.001,0.0023
1153,2003,Prairie,0.667083203,0.584807661,0.986407624,3.474766179,3.612063122,1.686721447,0.0033,0.001,0.0023
1154,2003,Prairie,0.667832314,0.658786764,1.181101181,3.69459064,3.878788471,1.792842914,0.0033,0.001,0.0023
1155,2003,Prairie,1.292671652,0.906090503,1.519210321,3.921479313,4.205472625,1.676665097,0.0033,0.001,0.0023
1156,2003,Prairie,1.179830496,0.908295106,1.60249805,6.085556671,6.293011997,1.764292287,0.003,0.001,0.002
1157,2003,Prairie,1.158878768,0.902219485,1.472412986,6.156297589,6.32992891,1.631989786,0.003,0.001,0.002
1158,2003,Prairie,1.066302021,0.733484833,1.555313473,5.033984505,5.268775949,2.120443946,0.003,0.001,0.002
1159,2003,Prairie,1.350185172,0.909945053,1.698234377,6.07461933,6.307535176,1.866304313,0.003,0.001,0.002
1160,2003,Prairie,1.380579588,0.859651092,1.598436736,6.157596934,6.361682167,1.85940174,0.003,0.001,0.002
1161,2003,Prairie,1,0.723187389,1.357571361,5.416456406,5.583994986,1.877205523,0.003,0.001,0.002
1162,2003,Prairie,0.96695398,0.676017751,1.418097317,5.994831107,6.160275968,2.097722011,0.003,0.001,0.002
1163,2003,Prairie,1.220655562,0.894986033,1.559487095,7.211934553,7.378617757,1.742470873,0.003,0.001,0.002
1164,2003,Prairie,1.011928851,0.772657751,1.52282632,6.314269554,6.495305997,1.970893734,0.003,0.001,0.002
1165,2003,Prairie,1.161034022,0.801249025,1.562049935,6.556370947,6.739881305,1.949518672,0.003,0.001,0.002
1166,2003,Prairie,0.995991968,0.838450953,1.383473888,4.398295124,4.610748312,1.650035561,0.0026,0.001,0.0016
1167,2003,Prairie,1.424780685,0.915423399,1.481890684,4.388507719,4.631954231,1.618803589,0.0026,0.001,0.0016
1168,2003,Prairie,0.937016542,0.903327183,1.200416594,3.928994782,4.108284313,1.328883506,0.0026,0.001,0.0016
1169,2003,Prairie,0.877496439,0.860813569,1.37113092,4.383377693,4.592820484,1.592831445,0.0026,0.001,0.0016
1170,2003,Prairie,0.690651866,0.87235314,1.144989083,3.848636122,4.015345564,1.312529331,0.0026,0.001,0.0016
1171,2003,Prairie,0.904433524,0.582237065,1.436314729,4.790615827,5.001299831,2.466889889,0.003,0.0009,0.0021
1172,2003,Prairie,0.504975247,0.582237065,1.181101181,4.960443529,5.099117571,2.028557184,0.003,0.0009,0.0021
1173,2003,Prairie,1.082589488,0.762889245,1.590911688,5.813432721,6.027188399,2.085377005,0.003,0.0009,0.0021
1174,2003,Prairie,0.80684571,0.604152299,1.298845641,4.758150901,4.93224087,2.149864602,0.003,0.0009,0.0021
1175,2003,Prairie,0.576194412,0.54405882,1.18025421,4.980762994,5.118691239,2.169350382,0.003,0.0009,0.0021
1176,2003,Alvar,0.744311763,0.816088231,1.148477253,4.431816783,4.578209257,1.407295449,0.0025,0.0009,0.0016
1177,2003,Alvar,0.950789146,0.642650761,1.112654484,4.016466108,4.167733197,1.731351695,0.0025,0.0009,0.0016
1178,2003,Alvar,1.081665383,0.722495675,1.2561847,4.344191524,4.522167622,1.738674353,0.0025,0.0009,0.0016
1179,2003,Alvar,0.995489829,0.725947657,1.423376268,4.306971093,4.536077601,1.960714736,0.0025,0.0009,0.0016
1180,2003,Alvar,0.768114575,0.510881591,1.132695899,4.385430424,4.529348739,2.217139782,0.0025,0.0009,0.0016
1181,2003,Prairie,1.033440855,0.803741252,1.447065997,6.461037068,6.621102627,1.800412749,0.0023,0.0009,0.0014
1182,2003,Prairie,1.00448992,0.842614977,1.52577849,5.796723212,5.994163828,1.810765926,0.0023,0.0009,0.0014
1183,2003,Prairie,1.114450537,0.886002257,1.433178286,5.96724392,6.136937347,1.617578595,0.0023,0.0009,0.0014
1184,2003,Prairie,0.705691151,0.6244998,1.13137085,5.076908508,5.201442108,1.811643255,0.0023,0.0009,0.0014
1185,2003,Prairie,0.752994024,0.546808925,1.541103501,4.628606702,4.878421876,2.818358354,0.0023,0.0009,0.0014
1186,2003,Prairie,0.80746517,0.659545298,1.372224471,4.067923303,4.293134053,2.080561374,0.0021,0.0009,0.0012
1187,2003,Prairie,0.992975327,0.819756061,1.467651185,4.39886349,4.637240559,1.790351123,0.0021,0.0009,0.0012
1188,2003,Prairie,0.746324326,0.573585216,1.48526092,3.615798667,3.908964057,2.589433755,0.0021,0.0009,0.0012
1189,2003,Prairie,0.95760117,0.636396103,1.473770674,4.343731115,4.586937976,2.315807195,0.0021,0.0009,0.0012
1190,2003,Prairie,0.976729236,0.740945342,1.481553239,4.302324953,4.550274717,1.999544575,0.0021,0.0009,0.0012
1191,2003,Prairie,0.93059121,0.673052747,1.309580085,5.021553544,5.189508647,1.94573173,0.0031,0.0008,0.0023
1192,2003,Prairie,0.71484264,0.635609943,1.106345335,4.766130506,4.892851929,1.740604197,0.0031,0.0008,0.0023
1193,2003,Prairie,0.840238062,0.513809303,1.513274595,4.759306672,4.994096515,2.945206686,0.0031,0.0008,0.0023
1194,2003,Prairie,0.966436754,0.605805249,1.506320019,4.722499338,4.956914363,2.48647568,0.0031,0.0008,0.0023
1195,2003,Prairie,0.641872261,0.651920241,1.024695077,4.026909485,4.155237659,1.571810496,0.0031,0.0008,0.0023
1196,2003,Prairie,0.594978991,0.54405882,1.176010204,5.150242713,5.282802287,2.161549744,0.0027,0.0008,0.0019
1197,2003,Prairie,0.920869155,0.732802838,1.442567156,5.258802145,5.453072528,1.968561093,0.0027,0.0008,0.0019
1198,2003,Prairie,1.046900186,0.713442359,1.530686121,5.82589049,6.023620174,2.145493747,0.0027,0.0008,0.0019
1199,2003,Prairie,0.871206061,0.683373983,1.516904743,4.666476187,4.906831972,2.219728556,0.0027,0.0008,0.0019
1200,2003,Prairie,1.012916581,0.806225775,1.514925741,5.839349279,6.032661104,1.879034122,0.0027,0.0008,0.0019
1201,2003,Alvar,1.333791588,0.770713955,1.497330959,3.933700548,4.209037895,1.942784284,0.0023,0.0008,0.0015
1202,2003,Alvar,1.241370211,0.821583836,1.328533026,3.747132237,3.975676043,1.617038903,0.0023,0.0008,0.0015
1203,2003,Alvar,1.213672114,0.76223356,1.291123542,3.93433603,4.140772875,1.693868664,0.0023,0.0008,0.0015
1204,2003,Alvar,1.190798052,0.8336666,1.601249512,3.586084215,3.927340067,1.920731276,0.0023,0.0008,0.0015
1205,2003,Alvar,0.938616002,0.830060239,1.52446712,3.890886788,4.178875447,1.836574081,0.0023,0.0008,0.0015
1206,2003,Prairie,0.949210198,0.725947657,1.211197754,3.74553067,3.936495904,1.668436758,0.0023,0.0008,0.0015
1207,2003,Prairie,1.086278049,0.91760558,1.329285522,4.214380144,4.419049672,1.448645858,0.0023,0.0008,0.0015
1208,2003,Prairie,1.00697567,0.928439551,1.284523258,4.065464303,4.263566582,1.383529231,0.0023,0.0008,0.0015
1209,2003,Prairie,1.069579357,0.725258575,1.27514705,3.606660505,3.825441151,1.758196449,0.0023,0.0008,0.0015
1210,2003,Prairie,0.854400375,0.743639698,1.449137675,3.728270376,4,1.948709407,0.0023,0.0008,0.0015
1211,2003,Prairie,0.848528137,0.861394219,1.614310999,3.920459157,4.239811317,1.874067603,0.0023,0.0008,0.0015
1212,2003,Prairie,1.186170308,0.824014563,1.514265499,4.359243054,4.614758932,1.83766837,0.0023,0.0008,0.0015
1213,2003,Prairie,1.090871211,0.721803297,1.672722332,4.375957038,4.684762534,2.317421295,0.0023,0.0008,0.0015
1214,2003,Prairie,1.402854233,0.889943818,1.618950277,4.959233812,5.216799785,1.81916009,0.0023,0.0008,0.0015
1215,2003,Prairie,1.323253566,0.93434469,1.235718415,3.747932764,3.946390756,1.322550904,0.0023,0.0008,0.0015
1216,2003,Alvar,1.045944549,0.891066776,1.488959368,3.687411016,3.976682034,1.670985169,0.0022,0.0008,0.0014
1217,2003,Alvar,1.038749248,0.871206061,1.331540461,3.748599739,3.978064856,1.528387509,0.0022,0.0008,0.0014
1218,2003,Alvar,1.335290231,0.859069264,1.612141433,3.172538416,3.55865143,1.87661403,0.0022,0.0008,0.0014
1219,2003,Alvar,1.070980859,0.81240384,1.398570699,3.129856227,3.428119018,1.721521526,0.0022,0.0008,0.0014
1220,2003,Alvar,1.122497216,0.915969432,1.340149245,2.977582912,3.265271811,1.463093853,0.0022,0.0008,0.0014
1221,2003,Alvar,1.02859127,0.752329715,1.276322843,3.763376144,3.973914946,1.696493994,0.0021,0.0008,0.0013
1222,2003,Alvar,0.931128348,0.906090503,1.472412986,3.458178711,3.758590161,1.625017568,0.0021,0.0008,0.0013
1223,2003,Alvar,0.95289034,0.848528137,1.36491758,3.629049462,3.877241287,1.608570794,0.0021,0.0008,0.0013
1224,2003,Alvar,0.92141196,0.850294067,1.341268057,3.712815643,3.947657533,1.577416695,0.0021,0.0008,0.0013
1225,2003,Alvar,0.834865259,0.850294067,1.407124728,3.57687014,3.843696138,1.654868337,0.0021,0.0008,0.0013
1226,2003,Prairie,0.619677335,0.664830806,1.127386358,3.630426972,3.801447093,1.695749277,0.0021,0.0008,0.0013
1227,2003,Prairie,0.916515139,0.674536878,1.401427843,3.921096785,4.164012488,2.077614862,0.0021,0.0008,0.0013
1228,2003,Prairie,0.837257428,0.704272674,1.437358689,4.182702476,4.42278193,2.040912193,0.0021,0.0008,0.0013
1229,2003,Prairie,0.814861951,0.622093241,1.353883304,4.049320931,4.269660408,2.176335018,0.0021,0.0008,0.0013
1230,2003,Prairie,0.814861951,0.662570751,1.486943173,3.95866139,4.228711388,2.244202858,0.0021,0.0008,0.0013
1231,2003,Prairie,0.860232527,0.682641927,1.487951612,4.089254211,4.351551447,2.179695612,0.0021,0.0008,0.0013
1232,2003,Prairie,0.728010989,0.709929574,1.719302184,3.697296309,4.077499234,2.421792593,0.0021,0.0008,0.0013
1233,2003,Prairie,0.847348807,0.682641927,1.46013698,3.821125489,4.090598978,2.138950045,0.0021,0.0008,0.0013
1234,2003,Prairie,0.796868873,0.583952053,1.343130671,4.01497198,4.233674527,2.300070125,0.0021,0.0008,0.0013
1235,2003,Prairie,1.368941197,1.053090689,1.60530371,4.517410763,4.794163118,1.524373661,0.0021,0.0008,0.0013
1236,2003,Prairie,0.786765531,0.610737259,1.414213562,5.111653353,5.303677969,2.315584223,0.0032,0.0007,0.0025
1237,2003,Prairie,1.144989083,0.818535277,1.530686121,5.165268628,5.38729988,1.870030728,0.0032,0.0007,0.0025
1238,2003,Prairie,1.1296017,0.747663026,1.47817455,4.666154734,4.894691001,1.977059851,0.0032,0.0007,0.0025
1239,2003,Prairie,1.014396372,0.760263112,1.400714104,4.896529383,5.092936285,1.842407031,0.0032,0.0007,0.0025
1240,2003,Prairie,1.107248843,0.798749022,1.687898101,4.499333284,4.805517662,2.113177049,0.0032,0.0007,0.0025
1241,2003,Prairie,0.98386991,0.733484833,1.38960426,5.869156669,6.031417744,1.89452351,0.0031,0.0007,0.0024
1242,2003,Prairie,1.222701926,0.82097503,1.609658349,5.219961686,5.462508581,1.960666634,0.0031,0.0007,0.0024
1243,2003,Prairie,0.937549999,0.64498062,1.44222051,5.188641441,5.385350499,2.236067977,0.0031,0.0007,0.0024
1244,2003,Prairie,0.933273808,0.610737259,1.373317152,5.00649578,5.191435254,2.24862186,0.0031,0.0007,0.0024
1245,2003,Prairie,0.958123165,0.761577311,1.519539404,4.993295505,5.219386937,1.995252987,0.0031,0.0007,0.0024
1246,2003,Prairie,1.005484958,0.662570751,1.593423986,4.338087136,4.621471627,2.404911451,0.0024,0.0007,0.0017
1247,2003,Prairie,0.629285309,0.611555394,1.25499004,3.785630727,3.988232691,2.052128151,0.0024,0.0007,0.0017
1248,2003,Prairie,0.872926114,0.675277721,1.320984481,3.861346915,4.081053785,1.956209188,0.0024,0.0007,0.0017
1249,2003,Prairie,0.798749022,0.497995984,1.324009063,3.239444397,3.499571402,2.658674178,0.0024,0.0007,0.0017
1250,2003,Prairie,0.986407624,0.657267069,1.500999667,3.551196981,3.855385843,2.283698268,0.0024,0.0007,0.0017
1251,2003,Prairie,1.164903429,0.772657751,1.353144486,3.648972458,3.891786222,1.751285721,0.0022,0.0007,0.0015
1252,2003,Prairie,0.483735465,0.692820323,0.946044396,4.309872388,4.412482295,1.365497467,0.0022,0.0007,0.0015
1253,2003,Prairie,1.136661779,0.857904424,1.392838828,4.329087664,4.547636749,1.62353613,0.0022,0.0007,0.0015
1254,2003,Prairie,1.130044247,0.791833316,1.391761474,4.516857315,4.726415132,1.757644502,0.0022,0.0007,0.0015
1255,2003,Prairie,0,0,0,0,0,NA,0.0022,0.0007,0.0015
1256,2003,Prairie,0.798749022,0.721803297,1.289573573,4.28905584,4.478727498,1.786599726,0.0021,0.0007,0.0014
1257,2003,Prairie,0.846758525,0.721803297,1.138859078,3.248384214,3.442237644,1.577797002,0.0021,0.0007,0.0014
1258,2003,Prairie,0.610737259,0.509901951,1.147170432,4.264504661,4.416106883,2.249786315,0.0021,0.0007,0.0014
1259,2003,Prairie,0.745654075,0.641092817,1.165761554,3.943855981,4.112541793,1.818397466,0.0021,0.0007,0.0014
1260,2003,Prairie,0.768765244,0.737563557,1.153689733,4.299534859,4.451628915,1.564190262,0.0021,0.0007,0.0014
1261,2003,Prairie,0.892188321,0.68556546,1.391042774,4.135093711,4.362797268,2.029044425,0.0021,0.0006,0.0015
1262,2003,Prairie,0.558569602,0.6244998,1.069111781,3.642389326,3.796050579,1.711948957,0.0021,0.0006,0.0015
1263,2003,Prairie,0.855569985,0.638748777,1.311487705,3.758989226,3.981205847,2.053213646,0.0021,0.0006,0.0015
1264,2003,Prairie,0.688476579,0.567450438,1.122497216,3.713084971,3.879046275,1.97814142,0.0021,0.0006,0.0015
1265,2003,Prairie,0.979285454,0.715541753,1.52282632,3.714969717,4.01497198,2.12821448,0.0021,0.0006,0.0015
1266,2003,Alvar,0.789936706,0.704272674,1.251399217,3.330015015,3.557386681,1.776867487,0.0017,0.0006,0.0011
1267,2003,Alvar,0.82825117,0.723878443,1.079351657,3.736709783,3.889472972,1.491067551,0.0017,0.0006,0.0011
1268,2003,Alvar,0.756306816,0.570964097,1.3326665,3.519232871,3.763110416,2.334063573,0.0017,0.0006,0.0011
1269,2003,Alvar,0.423083916,0.40620192,1.141928194,3.794074327,3.962196361,2.81123288,0.0017,0.0006,0.0011
1270,2003,Alvar,0.698569968,0.57965507,1.208304597,3.653628334,3.848246354,2.08452347,0.0017,0.0006,0.0011
1271,2003,Alvar,0.735527022,0.667083203,1.210371844,3.488266045,3.692289263,1.814424105,0.0014,0.0005,0.009
1272,2003,Alvar,0.875214259,0.689202438,1.264515718,3.437877252,3.663058831,1.834752242,0.0014,0.0005,0.009
1273,2003,Alvar,0.673052747,0.657267069,1.100454452,3.277041349,3.456877203,1.67428813,0.0014,0.0005,0.009
1274,2003,Alvar,0.662570751,0.558569602,1.036339713,3.186063402,3.350373114,1.855345707,0.0014,0.0005,0.009
1275,2003,Alvar,0.784219357,0.749666593,1.161464593,3.407491746,3.6,1.549308191,0.0014,0.0005,0.009
1276,2003,Alvar,1.218195387,0.890505474,1.437010786,3.465977496,3.752066097,1.613702361,0.0014,0.0004,0.001
1277,2003,Alvar,1.189537725,0.801872808,1.647422229,2.893786447,3.329864862,2.054468256,0.0014,0.0004,0.001
1278,2003,Alvar,1.049761878,0.675277721,1.512613632,3.407638478,3.728270376,2.239987469,0.0014,0.0004,0.001
1279,2003,Alvar,0.935948717,0.736885337,1.341640786,2.986302061,3.273835671,1.820691387,0.0014,0.0004,0.001
1280,2003,Alvar,0.860232527,0.81670068,1.20706255,3.1202564,3.345594118,1.47797422,0.0014,0.0004,0.001
1281,2003,Alvar,0.79246451,0.742293742,1.011928851,3.445721985,3.59123934,1.363245833,0.0012,0.0004,0.0008
