Seq,xObs,yObs
1931,1.548870556,5.752216964
1932,1.449482666,5.697631087
1933,1.546932448,5.963052909
1934,1.408190328,5.893810313
1935,1.456708619,5.924018906
1936,1.441180072,5.957684114
1937,1.410673598,4.509545432
1938,1.320227253,5.463606867
1939,1.417744688,5.523133169
1940,1.434224529,5.390640036
1941,1.355728586,4.840144626
1942,1.252597302,4.824520702
1943,1.263328936,4.932950436
1944,1.345734,4.882724649
1945,1.272792206,4.865490726
1946,1.447756886,7.11667057
1947,1.56588633,7.623253898
1948,1.619876539,7.611701518
1949,1.458080931,7.42219644
1950,1.416333294,7.778945944
1951,1.300384559,6.636866731
1952,1.283744523,7.252930442
1953,1.343502884,7.019900284
1954,1.430734077,6.470085007
1955,1.40605832,6.858789981
1956,1.337535046,7.526951574
1957,1.395349419,7.585776163
1958,1.519210321,7.547118655
1959,1.312249976,7.070997101
1960,1.311106403,7.590191038
1961,1.359043781,6.037549172
1962,1.330037593,6.742922215
1963,1.460821687,6.750925862
1964,1.51095996,6.230329044
1965,1.258967831,6.280286618
1966,1.542076522,6.105407439
1967,1.440138882,5.840205476
1968,1.32740348,5.203268204
1969,1.503329638,5.642871609
1970,1.473431369,5.936413058
1971,1.509966887,6.38474745
1972,1.28724512,6.540030581
1973,1.569076161,6.410304205
1974,1.235718415,6.228402684
1975,1.341640786,6.466451886
1976,1.376226726,5.57270132
1977,1.455335013,5.661625208
1978,1.391042774,5.628054726
1979,1.42407865,5.600267851
1980,1.407835218,5.097057975
1981,1.354990775,5.339381987
1982,1.28724512,5.323438738
1983,1.284133949,5.267637041
1984,1.263328936,5.399259208
1985,1.355728586,5.48251767
1986,1.641036258,7.740348829
1987,1.399285532,7.790827941
1988,1.516245363,7.815497425
1989,1.471054044,7.718225185
1990,1.49231364,7.736084281
1991,1.391042774,5.998416458
1992,1.294217911,5.881411395
1993,1.271613149,5.384421975
1994,1.29614814,5.62441108
1995,1.312249976,5.646768988
1996,1.327026752,5.306222762
1997,1.283744523,5.311685232
1998,1.347590442,5.218045611
1999,1.298460627,5.308107007
2000,1.448102206,5.342845684
2001,1.342385936,5.33404162
2002,1.488623525,5.40212921
2003,1.393197761,5.300943312
2004,1.258570618,5.156161363
2005,1.536554587,5.278920344
2006,1.602810032,7.685766065
2007,1.605926524,8.12483846
2008,1.588395417,7.441908357
2009,1.423024947,7.644278906
2010,1.38491877,7.443990865
2011,1.535252422,7.384036836
2012,1.431782106,6.681766234
2013,1.544344521,7.015625418
2014,1.373317152,7.492462879
2015,1.515255754,7.516980777
2016,1.489295135,6.808156872
2017,1.496328841,7.497132785
2018,1.311487705,7.042584753
2019,1.658613879,7.408778577
2020,1.566843962,7.089781379
2021,1.406769349,5.965819307
2022,1.33078924,5.974612958
2023,1.294990347,5.825633013
2024,1.225153052,5.752390807
2025,1.286856635,5.778321556
2026,1.446029045,7.24727535
2027,1.301537552,7.601184118
2028,1.249799984,6.965342777
2029,1.595619002,7.592759709
2030,1.460821687,7.389181281
2031,1.415980226,5.145677798
2032,1.546932448,5.066655702
2033,1.408545349,5.042420054
2034,1.39140217,5.322687291
2035,1.460821687,5.518333082
2036,1.244186481,5.110772936
2037,1.259761882,5.137314474
2038,1.379855065,5.036963371
2039,1.462190138,4.538722287
2040,1.19749739,4.858806438
2041,1.313773192,5.255568475
2042,1.383112432,5.182663408
2043,1.293831519,5.220344816
2044,1.334915728,5.136827815
2045,1.347219359,5.194516339
2046,1.472752525,6.31197275
2047,1.36784502,6.602726709
2048,1.450861813,6.139625396
2049,1.356834551,6.091633607
2050,1.665232716,6.671656466
2051,1.357939616,5.930514312
2052,1.635542723,6.192656942
2053,1.432829369,6.004581584
2054,1.520197356,6.457398857
2055,1.31605471,5.483156026
2056,1.337908816,5.953990259
2057,1.370401401,5.70403366
2058,1.434921601,5.964562012
2059,1.309580085,5.669391502
2060,1.386722755,5.992829048
2061,1.642863354,6.71327044
2062,1.710555465,6.666033303
2063,1.786337034,6.610748823
2064,1.535903643,6.544539709
2065,1.589339485,6.607495743
2066,1.274362586,5.750652137
2067,1.387804021,5.673711307
2068,1.246194206,5.788091223
2069,1.315674732,6.023288139
2070,1.2509996,5.655705084
2071,1.341268057,6.519739259
2072,1.300384559,7.316488229
2073,1.327026752,5.954494101
2074,1.333041635,5.737856743
2075,1.282575534,5.764113115
2076,1.342385936,5.300188676
2077,1.214084017,5.035474158
2078,1.325518766,5.345465368
2079,1.261348485,5.456738953
2080,1.285690476,5.295186493
2081,1.573848786,7.032638196
2082,1.463898904,6.919826587
2083,1.594051442,7.240303861
2084,1.311487705,6.079884867
2085,1.496328841,7.238439058
2086,1.408545349,6.914622188
2087,1.267280553,6.868551521
2088,1.335290231,7.115757163
2089,1.263724654,6.9646249
2090,1.504327092,7.386609506
2091,1.781010949,5.706750389
2092,1.780449381,9.004554403
2093,1.475466028,5.628765406
2094,1.456708619,5.453897689
2095,1.181524439,5.537689049
2096,1.566843962,6.549580139
2097,1.717265268,6.745072275
2098,1.758976975,6.837324038
2099,1.760681686,6.718928486
2100,1.821812285,6.771041279
2101,1.669131511,5.19961537
2102,1.467651185,5.417933185
2103,1.309580085,5.236220011
2104,1.26015872,4.282172346
2105,1.515585695,4.890909936
2106,1.862793601,5.064780351
2107,1.535252422,4.782467982
2108,1.607793519,5.459945055
2109,1.62788206,5.183049296
2110,1.563649577,5.040436489
2111,1.90105234,5.167784825
2112,1.647118696,5.060335957
2113,1.517563837,5.884641026
2114,1.689674525,4.886921321
2115,1.689674525,5.456189146
2116,1.914157778,5.906352512
2117,1.953714411,5.117030389
2118,1.836845121,5.572970483
2119,1.916246331,6.209428315
2120,1.881223006,5.705436004
2121,1.712600362,6.659954955
2122,1.874033084,7.458552138
2123,2.132604042,7.417614172
2124,2.173936522,7.067460647
2125,1.758692696,7.249275826
2126,1.861451047,6.869425012
2127,1.801110768,7.178439942
2128,1.597498044,6.639201759
2129,1.857417562,7.120674125
2130,1.979141228,7.222464953
2131,2.049634114,7.427516409
2132,1.998749609,6.990779642
2133,2.001749235,6.854852296
2134,1.870828693,6.505612961
2135,1.927174097,6.783583124
2136,1.843637708,7.35717337
2137,1.870294095,7.085548673
2138,1.281015222,5.332822892
2139,1.689082591,5.653936682
2140,1.659216683,7.258167813
2141,1.5601282,6.053924347
2142,2.018662924,7.148985942
2143,1.789133869,6.980472763
2144,1.675410397,7.230698445
2145,1.951665955,7.331166346
2146,1.406413879,6.491224846
2147,1.174308307,5.711742291
2148,1.477159436,8.307887818
2149,1.525450753,7.80320447
2150,1.123387734,6.310467495
2151,1.930543965,9.506366288
2152,1.26015872,7.028371077
2153,1.434224529,6.873063364
2154,1.471393897,6.091387362
2155,1.875633226,6.702387634
2156,1.780168531,8.419263626
2157,1.704406055,9.109720084
2158,1.661926593,8.739965675
2159,1.678094157,8.862223197
2160,1.744706279,7.703375883
2161,1.357203006,6.335850377
2162,1.589024858,6.7
2163,1.64468842,6.836300169
2164,1.237739876,5.266497888
2165,1.609347694,6.12992659
2166,1.662828915,6.725399616
2167,1.670628624,6.53750717
2168,1.772004515,6.823635395
2169,1.556920036,6.712972516
2170,1.451895313,6.228242128
2171,1.898420396,9.325180963
2172,1.898420396,9.392443771
2173,1.776513439,9.126992933
2174,1.886531208,8.675425062
2175,1.742125139,7.320519107
2176,1.510297984,6.574496178
2177,1.623268308,8.026767718
2178,1.598749511,7.302670744
2179,1.599687469,7.045211139
2180,1.523811012,7.004712699
